index,user,question,question_class,question_cluster,answer_v1,answer_v2,v1_x_v2
2200,49,What is a data set?,whQuestion,98,Are you testing me?,"Sorry, I didn't quite catch that",0.1075102388858795
2215,51,Can you give me an example of functional testing,ynQuestion,5,I don't know how to respond this,"In functional testing technique, the functionality of an application is tested by providing inputs to generate the desired outputs. Consider a bus ticket purchase system with the following requirement: The discount amount is calculated as follows: students can purchase up to 100 tickets per month, with a 50% discount; workers can buy up to 50 tickets a month, with a 30% discount; other users do not have discount on the ticket price. The functional testing concentrates in selection of test input (or data test) to test this functionality, for instance, selecting test input for each class of user of the bus (student, worker and others).",0.0115076750516891
2216,51,Can you give me an example of functional testing,ynQuestion,5,I don't know how to respond this,"In functional testing technique, the functionality of an application is tested by providing inputs to generate the desired outputs. Consider a bus ticket purchase system with the following requirement: The discount amount is calculated as follows: students can purchase up to 100 tickets per month, with a 50% discount; workers can buy up to 50 tickets a month, with a 30% discount; other users do not have discount on the ticket price. The functional testing concentrates in selection of test input (or data test) to test this functionality, for instance, selecting test input for each class of user of the bus (student, worker and others).",0.0115076750516891
2218,51,Can you give me an example of functional testing,ynQuestion,5,I don't know how to respond this,"In functional testing technique, the functionality of an application is tested by providing inputs to generate the desired outputs. Consider a bus ticket purchase system with the following requirement: The discount amount is calculated as follows: students can purchase up to 100 tickets per month, with a 50% discount; workers can buy up to 50 tickets a month, with a 30% discount; other users do not have discount on the ticket price. The functional testing concentrates in selection of test input (or data test) to test this functionality, for instance, selecting test input for each class of user of the bus (student, worker and others).",0.0115076750516891
2222,51,Can you give me an example of functional testing,ynQuestion,5,I don't know how to respond this,"In functional testing technique, the functionality of an application is tested by providing inputs to generate the desired outputs. Consider a bus ticket purchase system with the following requirement: The discount amount is calculated as follows: students can purchase up to 100 tickets per month, with a 50% discount; workers can buy up to 50 tickets a month, with a 30% discount; other users do not have discount on the ticket price. The functional testing concentrates in selection of test input (or data test) to test this functionality, for instance, selecting test input for each class of user of the bus (student, worker and others).",0.0115076750516891
2223,51,functional testing,Statement,5,I don't know how to respond this,"Functional testing (or Black Box Testing) is a technique whereby the system is tested against the functional requirements/specifications. During the functional testing the internal logic of the system being tested is not known to the tester. Functional testing ensures that the requirements are properly satisfied by the system. This type of testing is not concerned with how processing occurs, but rather, with the results of processing. It simulates actual system usage but does not make any system structure assumptions. Functional testing is normally performed during the levels of System Testing and Acceptance Testing.",0.0278241112828254
2224,51,what is functional testing?,whQuestion,78,"Functional testing (or Black Box Testing) is a technique whereby the system is tested against the functional requirements/specifications. During the functional testing the internal logic of the system being tested is not known to the tester. Functional testing ensures that the requirements are properly satisfied by the system. This type of testing is not concerned with how processing occurs, but rather, with the results of processing. It simulates actual system usage but does not make any system structure assumptions. Functional testing is normally performed during the levels of System Testing and Acceptance Testing.","Functional testing (or Black Box Testing) is a technique whereby the system is tested against the functional requirements/specifications. During the functional testing the internal logic of the system being tested is not known to the tester. Functional testing ensures that the requirements are properly satisfied by the system. This type of testing is not concerned with how processing occurs, but rather, with the results of processing. It simulates actual system usage but does not make any system structure assumptions. Functional testing is normally performed during the levels of System Testing and Acceptance Testing.",0.9999998807907104
2229,52,What is functional testing?,whQuestion,78,"Functional testing (or Black Box Testing) is a technique whereby the system is tested against the functional requirements/specifications. During the functional testing the internal logic of the system being tested is not known to the tester. Functional testing ensures that the requirements are properly satisfied by the system. This type of testing is not concerned with how processing occurs, but rather, with the results of processing. It simulates actual system usage but does not make any system structure assumptions. Functional testing is normally performed during the levels of System Testing and Acceptance Testing.","Functional testing (or Black Box Testing) is a technique whereby the system is tested against the functional requirements/specifications. During the functional testing the internal logic of the system being tested is not known to the tester. Functional testing ensures that the requirements are properly satisfied by the system. This type of testing is not concerned with how processing occurs, but rather, with the results of processing. It simulates actual system usage but does not make any system structure assumptions. Functional testing is normally performed during the levels of System Testing and Acceptance Testing.",0.9999998807907104
2230,52,What are the functional testing criterias?,whQuestion,27,Are you testing me?,I don't understand what you mean,0.2745397090911865
2235,52,What is limit value analysis?,whQuestion,148,Check back later and see if I learn the answer to that one.,"The limit values are generally the boundaries of an interval in which the input is well defined, i.e. the boundaries of the input domain.",0.0770042464137077
2236,52,How to use the functional testing criterias?,whQuestion,27,I don't know how to respond this,"Sorry, I didn't understand your question, could you repeat?",0.3370604515075683
2237,52,What is a Boundary value analysis?,whQuestion,62,"Boundary_value_analysis is a functional testing criterion which test data are chosen on or near the boundaries of the input domain of variables, with the underlying rationale that many faults tend to concentrate near the extreme values of inputs. An extension of this technique is robustness testing, wherein test cases are also chosen outside the input domain of variables to test program robustness in processing unexpected or erroneous inputs.","Boundary value analysis is a functional testing criterion which test data are chosen on or near the boundaries of the input domain of variables, with the underlying rationale that many faults tend to concentrate near the extreme values of inputs. An extension of this technique is robustness testing, wherein test cases are also chosen outside the input domain of variables to test program robustness in processing unexpected or erroneous inputs.",0.9890575408935548
2238,52,How to use Boundary value analysis?,whQuestion,62,"The boundary-value testing criterion determines the boundaries for input values and selects the extremes of the boundary to generate test cases. For instance, if a program's valid input is a positive number less than 10, then the following test cases will be selected in order to test the boundaries: 0, 1, -1, 10, 9 and 11.","The boundary-value testing criterion determines the boundaries for input values and selects the extremes of the boundary to generate test cases. For instance, if a program's valid input is a positive number less than 10, then the following test cases will be selected in order to test the boundaries: 0, 1, -1, 10, 9 and 11.",1.0
2239,52,Another example of Boundary value analysis?,ynQuestion,247,"Suppose you have a program in which the user has to create a password with length between 6 and 12. So the test cases generated for this program, using the boundary value analysis technique, would be for passwords with lengths 5, 6, 12 and 13.","Suppose you have a program in which the user has to create a password with length between 6 and 12. So the test cases generated for this program, using the boundary value analysis technique, would be for passwords with lengths 5, 6, 12 and 13.",1.0000001192092896
2240,52,another example of Boundary value analysis?,whQuestion,247,Suppose you have a program that grants access to a certain web page only if you are 18 years old or older. So a boundary value analysis criteria used for this program would generate test cases for age inputs of 17 and 18,Suppose you have a program that grants access to a certain web page only if you are 18 years old or older. So a boundary value analysis criteria used for this program would generate test cases for age inputs of 17 and 18.,0.9978525042533876
2241,52,another example of Boundary value analysis,Statement,247,"Suppose you have a program in which the user has to create a password with length between 6 and 12. So the test cases generated for this program, using the boundary value analysis technique, would be for passwords with lengths 5, 6, 12 and 13.",Suppose you have a program that grants access to a certain web page only if you are 18 years old or older. So a boundary value analysis criteria used for this program would generate test cases for age inputs of 17 and 18.,0.7441936731338501
2242,52,another example of Boundary value analysis?,whQuestion,247,Suppose you have a program that grants access to a certain web page only if you are 18 years old or older. So a boundary value analysis criteria used for this program would generate test cases for age inputs of 17 and 18,"Suppose you have a program in which the user has to create a password with length between 6 and 12. So the test cases generated for this program, using the boundary value analysis technique, would be for passwords with lengths 5, 6, 12 and 13.",0.7423320412635803
2243,52,give me an example of partitioning,Statement,214,I don't know how to respond this,I don't understand what you mean,0.3189530074596405
2244,52,give me an example of equivalence class partitioning,Clarify,213,I don't know how to respond this,I don't understand what you mean,0.3189530074596405
2245,52,How to use equivalence class partitioning,Clarify,188,"The equivalence partitioning criterion divides the input domain in several subsets (partitions) with no intersection and selects a test case for each partition. The idea is that each test case represents all input domain that partition class and, therefore, one test case for each class is enough for this testing criterion. The criterion considers valid and invalid equivalence classes. For example, you can separate invalid and valid inputs into two different subsets or classes.","Sorry, I didn't quite catch that",0.0570736974477767
2246,52,another example of equivalence class partitioning?,whQuestion,213,"Here is an example of an application of equivalence class partitioning. Consider the following specification: one of the fields of a form is a text box that accepts numeric values from 18 to 25. For this problem, a value that belongs to an invalid equivalence class is 17, whereas a value belonging to a valid equivalence class is, for instance, 20.","Sorry, I didn't quite catch that",0.0615226440131664
2247,52,another example of equivalence class partitioning,Clarify,213,"Here is an example of an application of equivalence class partitioning. Consider the following specification: one of the fields of a form is a text box that accepts numeric values from 18 to 25. For this problem, a value that belongs to an invalid equivalence class is 17, whereas a value belonging to a valid equivalence class is, for instance, 20.",I don't understand what you mean,0.0485013090074062
2248,52,What is a mistake,whQuestion,74,"A mistake is a human action that inserts a fault (or defect) into the source code, for instance, a typo is a mistake.","A mistake is a human action that inserts a fault (or defect) into the source code, for instance, a typo is a mistake.",1.0000001192092896
2249,52,What is a fault,whQuestion,145,"Fault is an incorrect step, process, or data definition in computer program. Fault is the formal name of a bug.","Fault is an incorrect step, process, or data definition in computer program. Fault is the formal name of a bug. A software defect or bug is a condition in a software product which doesn’t meet a software requirement or end-user expectation.",0.9519746899604796
2250,52,What is a failure,whQuestion,75,A failure is a result of the program which is incorrect or not expected. This is caused by an error.,A failure is a result of the program which is incorrect or not expected. This is caused by an error.,1.0
2251,52,What is an error,whQuestion,112,An error is a state of execution of the program which is not expected and may lead to an incorrect result.,An error is a state of execution of the program which is not expected and may lead to an incorrect result.,1.0000001192092896
2253,52,What is the difference between fault and failure,Clarify,3,"A fault (or defect) is an incorrect step, process, or data definition in computer program. A fault can lead the program or software to a failure, i.e an incorrect result. Therefore, a failure is an incorrect or not expected result of the program execution.",A failure is a result of the program which is incorrect or not expected. This is caused by an error.,0.7788219451904297
2254,52,Give an example of a mistake,Statement,259,I don't know how to respond this,"The mistake is the act of, by some reason, introducing a defect in the software. It could be a typo while coding, which makes a for loop start from 1 instead of 0, and therefore introduce a mistake.",-0.0021512701641768
2255,52,an example of a mistake,Statement,259,I don't know how to respond this,"The mistake is the act of, by some reason, introducing a defect in the software. It could be a typo while coding, which makes a for loop start from 1 instead of 0, and therefore introduce a mistake.",-0.0021512701641768
2256,52,another example of a mistake,nAnswer,259,I don't know how to respond this,"The mistake is the act of, by some reason, introducing a defect in the software. It could be a typo while coding, which makes a for loop start from 1 instead of 0, and therefore introduce a mistake.",-0.0021512701641768
2257,52,another example of a fault,nAnswer,180,I don't know how to respond this,"A defect is an incorrect data definition. In your code, it could be an access of inexistent position in a vector, for instance.",0.0886881425976753
2258,52,another example of a failure,Statement,216,I don't know how to respond this,"A failure occurs when the output of your program is different than expected. So a failure can occur when your factorial calculator program outputs an overflowed result, which is the result of an overflow error during it’s execution.",0.0405914522707462
2259,52,What is a test case,whQuestion,152,"A test case is composed by the test input, the execution conditions and the expected output to be produced by the program.","A test case is composed by the test input, the execution conditions and the expected output to be produced by the program.",1.0000001192092896
2260,52,What is a data test,whQuestion,98,Have you tried a web search?,"A test, in software testing, is the act of performing some assurance of both the correctness of a software and its validation of the project requisistes.",0.012201583944261
2262,52,what is a class under test?,whQuestion,97,Would you like to know more?,"A test, in software testing, is the act of performing some assurance of both the correctness of a software and its validation of the project requisistes.",-0.037416823208332
2264,52,what does a class under test mean?,Clarify,97,I can't give you that information.,"A test, in software testing, is the act of performing some assurance of both the correctness of a software and its validation of the project requisistes.",-0.0367685966193676
2269,54,What is a defect?,whQuestion,150,What is it to you?,"Fault is an incorrect step, process, or data definition in computer program. Fault is the formal name of a bug. A software defect or bug is a condition in a software product which doesn’t meet a software requirement or end-user expectation.",0.1048570051789283
2272,54,"Please, tell me about test design",Statement,61,Hi there!,"Sorry, I didn't understand your question, could you repeat?",0.0767590403556823
2277,56,what is software testing?,whQuestion,254,"Software testing is an activity of software engineering whose main goal is to validate the project requisites and to assert the software correctness, both before the deployment of the final product as well as during its maintenaice.","Software testing is an activity of software engineering whose main goal is to validate the project requisites and to assert the software correctness, both before the deployment of the final product as well as during its maintenance.",0.9988222718238832
2283,57,I do not know software testing,Statement,10,I don't know how to respond this,"Software testing is an activity of software engineering whose main goal is to validate the project requisites and to assert the software correctness, both before the deployment of the final product as well as during its maintenance.",-0.0383448489010334
2289,57,Help me,Statement,14,"Ok, tell me. What is your question?",Hi,0.2910423576831817
2290,57,I d like to know what are the best software testing criteria,whQuestion,27,Do you mind if I tell other people.,I don't understand what you mean,0.0795598328113555
2293,57,Help me,Statement,14,"Ok, tell me. What is your question?",Hi,0.2910423576831817
2298,59,Can you give me an example of functional testing,ynQuestion,5,I don't know how to respond this,"In functional testing technique, the functionality of an application is tested by providing inputs to generate the desired outputs. Consider a bus ticket purchase system with the following requirement: The discount amount is calculated as follows: students can purchase up to 100 tickets per month, with a 50% discount; workers can buy up to 50 tickets a month, with a 30% discount; other users do not have discount on the ticket price. The functional testing concentrates in selection of test input (or data test) to test this functionality, for instance, selecting test input for each class of user of the bus (student, worker and others).",0.0115076750516891
2302,59,Can you give me an example of functional testing,ynQuestion,5,I don't know how to respond this,"In functional testing technique, the functionality of an application is tested by providing inputs to generate the desired outputs. Consider a bus ticket purchase system with the following requirement: The discount amount is calculated as follows: students can purchase up to 100 tickets per month, with a 50% discount; workers can buy up to 50 tickets a month, with a 30% discount; other users do not have discount on the ticket price. The functional testing concentrates in selection of test input (or data test) to test this functionality, for instance, selecting test input for each class of user of the bus (student, worker and others).",0.0115076750516891
2303,59,example functional testing criteria,Statement,27,"In functional testing technique, the functionality of an application is tested by providing inputs to generate the desired outputs. Consider a bus ticket purchase system with the following requirement: The discount amount is calculated as follows: students can purchase up to 100 tickets per month, with a 50% discount; workers can buy up to 50 tickets a month, with a 30% discount; other users do not have discount on the ticket price. The functional testing concentrates in selection of test input (or data test) to test this functionality, for instance, selecting test input for each class of user of the bus (student, worker and others).",I don't understand what you mean,0.0526657067239284
2304,59,A example A functional testing,Statement,5,"In functional testing technique, the functionality of an application is tested by providing inputs to generate the desired outputs. Consider a bus ticket purchase system with the following requirement: The discount amount is calculated as follows: students can purchase up to 100 tickets per month, with a 50% discount; workers can buy up to 50 tickets a month, with a 30% discount; other users do not have discount on the ticket price. The functional testing concentrates in selection of test input (or data test) to test this functionality, for instance, selecting test input for each class of user of the bus (student, worker and others).","In functional testing technique, the functionality of an application is tested by providing inputs to generate the desired outputs. Consider a bus ticket purchase system with the following requirement: The discount amount is calculated as follows: students can purchase up to 100 tickets per month, with a 50% discount; workers can buy up to 50 tickets a month, with a 30% discount; other users do not have discount on the ticket price. The functional testing concentrates in selection of test input (or data test) to test this functionality, for instance, selecting test input for each class of user of the bus (student, worker and others).",1.0
2305,59,A A example A functional testing,Statement,5,"In functional testing technique, the functionality of an application is tested by providing inputs to generate the desired outputs. Consider a bus ticket purchase system with the following requirement: The discount amount is calculated as follows: students can purchase up to 100 tickets per month, with a 50% discount; workers can buy up to 50 tickets a month, with a 30% discount; other users do not have discount on the ticket price. The functional testing concentrates in selection of test input (or data test) to test this functionality, for instance, selecting test input for each class of user of the bus (student, worker and others).","In functional testing technique, the functionality of an application is tested by providing inputs to generate the desired outputs. Consider a bus ticket purchase system with the following requirement: The discount amount is calculated as follows: students can purchase up to 100 tickets per month, with a 50% discount; workers can buy up to 50 tickets a month, with a 30% discount; other users do not have discount on the ticket price. The functional testing concentrates in selection of test input (or data test) to test this functionality, for instance, selecting test input for each class of user of the bus (student, worker and others).",1.0
2306,59,Can you give me an example A functional testing,Clarify,5,I don't know how to respond this,"In functional testing technique, the functionality of an application is tested by providing inputs to generate the desired outputs. Consider a bus ticket purchase system with the following requirement: The discount amount is calculated as follows: students can purchase up to 100 tickets per month, with a 50% discount; workers can buy up to 50 tickets a month, with a 30% discount; other users do not have discount on the ticket price. The functional testing concentrates in selection of test input (or data test) to test this functionality, for instance, selecting test input for each class of user of the bus (student, worker and others).",0.0115076750516891
2307,59,Can you give example A functional testing,Clarify,5,"In functional testing technique, the functionality of an application is tested by providing inputs to generate the desired outputs. Consider a bus ticket purchase system with the following requirement: The discount amount is calculated as follows: students can purchase up to 100 tickets per month, with a 50% discount; workers can buy up to 50 tickets a month, with a 30% discount; other users do not have discount on the ticket price. The functional testing concentrates in selection of test input (or data test) to test this functionality, for instance, selecting test input for each class of user of the bus (student, worker and others).","In functional testing technique, the functionality of an application is tested by providing inputs to generate the desired outputs. Consider a bus ticket purchase system with the following requirement: The discount amount is calculated as follows: students can purchase up to 100 tickets per month, with a 50% discount; workers can buy up to 50 tickets a month, with a 30% discount; other users do not have discount on the ticket price. The functional testing concentrates in selection of test input (or data test) to test this functionality, for instance, selecting test input for each class of user of the bus (student, worker and others).",1.0
2308,59,An you give me example A functional testing,ynQuestion,5,"In functional testing technique, the functionality of an application is tested by providing inputs to generate the desired outputs. Consider a bus ticket purchase system with the following requirement: The discount amount is calculated as follows: students can purchase up to 100 tickets per month, with a 50% discount; workers can buy up to 50 tickets a month, with a 30% discount; other users do not have discount on the ticket price. The functional testing concentrates in selection of test input (or data test) to test this functionality, for instance, selecting test input for each class of user of the bus (student, worker and others).","In functional testing technique, the functionality of an application is tested by providing inputs to generate the desired outputs. Consider a bus ticket purchase system with the following requirement: The discount amount is calculated as follows: students can purchase up to 100 tickets per month, with a 50% discount; workers can buy up to 50 tickets a month, with a 30% discount; other users do not have discount on the ticket price. The functional testing concentrates in selection of test input (or data test) to test this functionality, for instance, selecting test input for each class of user of the bus (student, worker and others).",1.0
2309,59,Can you give me an example A functional testing,Clarify,5,I don't know how to respond this,"In functional testing technique, the functionality of an application is tested by providing inputs to generate the desired outputs. Consider a bus ticket purchase system with the following requirement: The discount amount is calculated as follows: students can purchase up to 100 tickets per month, with a 50% discount; workers can buy up to 50 tickets a month, with a 30% discount; other users do not have discount on the ticket price. The functional testing concentrates in selection of test input (or data test) to test this functionality, for instance, selecting test input for each class of user of the bus (student, worker and others).",0.0115076750516891
2310,59,A A A A A A A example A functional testing,Statement,5,"In functional testing technique, the functionality of an application is tested by providing inputs to generate the desired outputs. Consider a bus ticket purchase system with the following requirement: The discount amount is calculated as follows: students can purchase up to 100 tickets per month, with a 50% discount; workers can buy up to 50 tickets a month, with a 30% discount; other users do not have discount on the ticket price. The functional testing concentrates in selection of test input (or data test) to test this functionality, for instance, selecting test input for each class of user of the bus (student, worker and others).","It depends of the functional testing criterion used. The most common criteria used in functional testing are equivalence partitioning and boundary-value analysis. Please, ask me how to use equivalence partitioning criterion and/or boundary-value analysis criterion",0.6933979392051697
2311,59,Can you give me an example of equivalence partitioning,ynQuestion,213,I don't know how to respond this,"Here is an example of an application of equivalence class partitioning. Consider the following specification: a switch is turned off when the temperature falls below 18˚C and is turned on again when it begomes greater than 21˚C. In this problem, some equivalence values belonging to the same classes are 22, 23 and 24.",0.042513657361269
2312,59,Give example of equivalence partitioning,Statement,213,"Here is an example of an application of equivalence class partitioning. Consider the following specification: if you are below 18 years old, you are too young to be insured. If you are between 18 and 30 years old, you will get a 20% discount, but you are not elegible for an insurance if you are past 30. In this problem, the ages 18,.., 30 are in the same equivalence class","Consider the specification. A program validates a field in the following way: values less than 10 are rejected, values between 10 and 21 are accepted and values greater or equal to 22 are rejected. In this problem, the values 3, 10 and 22 cover all the existing equivalence classes.",0.4325594007968902
2314,59,Can you give me an example of equivalence partitioning,ynQuestion,213,I don't know how to respond this,"Here is an example of an application of equivalence class partitioning. Consider the following specification: one of the fields of a form is a text box that accepts numeric values from 18 to 25. For this problem, a value that belongs to an invalid equivalence class is 17, whereas a value belonging to a valid equivalence class is, for instance, 20.",0.0337975285947322
2347,63,what is software testing?,whQuestion,254,"Software testing is an activity of software engineering whose main goal is to validate the project requisites and to assert the software correctness, both before the deployment of the final product as well as during its maintenaice.","Software testing is an activity of software engineering whose main goal is to validate the project requisites and to assert the software correctness, both before the deployment of the final product as well as during its maintenance.",0.9988222718238832
2348,63,What Is the differemce between fault and error?,Clarify,175,Is that a rhetorical question?,An error is a state of execution of the program which is not expected and may lead to an incorrect result.,0.0139149464666843
2349,63,What Is the difference between fault and error?,Clarify,175,"A fault (or defect) is an incorrect step, process, or data definition in source code, which may lead the program to an error, which is a unexpected state of execution that can cause a failure. If you're still confused, ask me what an error is.",An error is a state of execution of the program which is not expected and may lead to an incorrect result.,0.7113130688667297
2352,63,What is software testing?,whQuestion,254,"Software testing is an activity of software engineering whose main goal is to validate the project requisites and to assert the software correctness, both before the deployment of the final product as well as during its maintenaice.","Software testing is an activity of software engineering whose main goal is to validate the project requisites and to assert the software correctness, both before the deployment of the final product as well as during its maintenance.",0.9988222718238832
2353,63,What Is the differemce between fault and error?,Clarify,175,Have you tried searching the web?,An error is a state of execution of the program which is not expected and may lead to an incorrect result.,-0.0249995272606611
2356,63,What is software testing?,whQuestion,254,"Software testing is an activity of software engineering whose main goal is to validate the project requisites and to assert the software correctness, both before the deployment of the final product as well as during its maintenaice.","Software testing is an activity of software engineering whose main goal is to validate the project requisites and to assert the software correctness, both before the deployment of the final product as well as during its maintenance.",0.9988222718238832
2357,63,what is the difference between fault and error?,whQuestion,175,"A fault (or defect) is an incorrect step, process, or data definition in source code, which may lead the program to an error, which is a unexpected state of execution that can cause a failure. If you're still confused, ask me what an error is.",An error is a state of execution of the program which is not expected and may lead to an incorrect result.,0.7113130688667297
2358,63,How do I apply equivalence class partitioning criteria?,whQuestion,188,"The equivalence partitioning criterion divides the input domain in several subsets (partitions) with no intersection and selects a test case for each partition. The idea is that each test case represents all input domain that partition class and, therefore, one test case for each class is enough for this testing criterion. The criterion considers valid and invalid equivalence classes. For example, you can separate invalid and valid inputs into two different subsets or classes.","Sorry, I didn't quite catch that",0.0570736974477767
2359,63,Can you give me an example of equivalence class partitioning criteria?,ynQuestion,89,"Here is an example of an application of equivalence class partitioning. Consider the following specification: if you are below 18 years old, you are too young to be insured. If you are between 18 and 30 years old, you will get a 20% discount, but you are not elegible for an insurance if you are past 30. In this problem, the ages 18,.., 30 are in the same equivalence class","Sorry, I didn't quite catch that",0.0615001693367958
2363,63,what is software testing?,whQuestion,254,"Software testing is an activity of software engineering whose main goal is to validate the project requisites and to assert the software correctness, both before the deployment of the final product as well as during its maintenaice.","Software testing is an activity of software engineering whose main goal is to validate the project requisites and to assert the software correctness, both before the deployment of the final product as well as during its maintenance.",0.9988222718238832
2364,63,what is difference between default and error?,whQuestion,141,I would look into the web for that knowledge.,An error is a state of execution of the program which is not expected and may lead to an incorrect result.,-0.0561731196939945
2365,63,what is difference between fault and error?,whQuestion,175,I will search for it.,An error is a state of execution of the program which is not expected and may lead to an incorrect result.,-0.0200560372322797
2366,63,what is difference between fault and error?,whQuestion,175,I would look into the web for that knowledge.,An error is a state of execution of the program which is not expected and may lead to an incorrect result.,-0.0561731196939945
2367,63,what is difference between error and mistake?,whQuestion,187,I have never been asked that before.,"A mistake is a human action that inserts a fault (or defect) into the source code, for instance, a typo is a mistake.",0.0275787748396396
2370,63,what is software testing?,whQuestion,254,"Software testing is an activity of software engineering whose main goal is to validate the project requisites and to assert the software correctness, both before the deployment of the final product as well as during its maintenaice.","Software testing is an activity of software engineering whose main goal is to validate the project requisites and to assert the software correctness, both before the deployment of the final product as well as during its maintenance.",0.9988222718238832
2371,63,what is the difference between fault and error?,whQuestion,175,"A fault (or defect) is an incorrect step, process, or data definition in source code, which may lead the program to an error, which is a unexpected state of execution that can cause a failure. If you're still confused, ask me what an error is.",An error is a state of execution of the program which is not expected and may lead to an incorrect result.,0.7113130688667297
2372,63,how to I apply equivalence class partitioning criteria?,whQuestion,188,"The equivalence partitioning criterion divides the input domain in several subsets (partitions) with no intersection and selects a test case for each partition. The idea is that each test case represents all input domain that partition class and, therefore, one test case for each class is enough for this testing criterion. The criterion considers valid and invalid equivalence classes. For example, you can separate invalid and valid inputs into two different subsets or classes.","Sorry, I didn't quite catch that",0.0570736974477767
2373,63,Can you give me an example of equivalence class partitioning criteria?,ynQuestion,89,"Here is an example of an application of equivalence class partitioning. Consider the following specification: if you are below 18 years old, you are too young to be insured. If you are between 18 and 30 years old, you will get a 20% discount, but you are not elegible for an insurance if you are past 30. In this problem, the ages 18,.., 30 are in the same equivalence class","Sorry, I didn't quite catch that",0.0615001693367958
2375,63,what is cause effect graph ?,whQuestion,7,Have you tried searching the web?,"Sorry, I didn't quite catch that",0.1284942924976349
2381,64,what is software testing,whQuestion,118,"Software testing is an activity of software engineering whose main goal is to validate the project requisites and to assert the software correctness, both before the deployment of the final product as well as during its maintenaice.","Software testing is an activity of software engineering whose main goal is to validate the project requisites and to assert the software correctness, both before the deployment of the final product as well as during its maintenance.",0.9988222718238832
2394,73,what is functional testing,whQuestion,78,"Functional testing (or Black Box Testing) is a technique whereby the system is tested against the functional requirements/specifications. During the functional testing the internal logic of the system being tested is not known to the tester. Functional testing ensures that the requirements are properly satisfied by the system. This type of testing is not concerned with how processing occurs, but rather, with the results of processing. It simulates actual system usage but does not make any system structure assumptions. Functional testing is normally performed during the levels of System Testing and Acceptance Testing.","Functional testing (or Black Box Testing) is a technique whereby the system is tested against the functional requirements/specifications. During the functional testing the internal logic of the system being tested is not known to the tester. Functional testing ensures that the requirements are properly satisfied by the system. This type of testing is not concerned with how processing occurs, but rather, with the results of processing. It simulates actual system usage but does not make any system structure assumptions. Functional testing is normally performed during the levels of System Testing and Acceptance Testing.",0.9999998807907104
2395,73,what is a functional testing,whQuestion,78,"Functional testing (or Black Box Testing) is a technique whereby the system is tested against the functional requirements/specifications. During the functional testing the internal logic of the system being tested is not known to the tester. Functional testing ensures that the requirements are properly satisfied by the system. This type of testing is not concerned with how processing occurs, but rather, with the results of processing. It simulates actual system usage but does not make any system structure assumptions. Functional testing is normally performed during the levels of System Testing and Acceptance Testing.","Functional testing (or Black Box Testing) is a technique whereby the system is tested against the functional requirements/specifications. During the functional testing the internal logic of the system being tested is not known to the tester. Functional testing ensures that the requirements are properly satisfied by the system. This type of testing is not concerned with how processing occurs, but rather, with the results of processing. It simulates actual system usage but does not make any system structure assumptions. Functional testing is normally performed during the levels of System Testing and Acceptance Testing.",0.9999998807907104
2396,73,what is black box testing,whQuestion,163,"Functional testing (or Black Box Testing) is a technique whereby the system is tested against the functional requirements/specifications. During the functional testing the internal logic of the system being tested is not known to the tester. Functional testing ensures that the requirements are properly satisfied by the system. This type of testing is not concerned with how processing occurs, but rather, with the results of processing. It simulates actual system usage but does not make any system structure assumptions. Functional testing is normally performed during the levels of System Testing and Acceptance Testing.","Software testing is an activity of software engineering whose main goal is to validate the project requisites and to assert the software correctness, both before the deployment of the final product as well as during its maintenaice.",0.5458247661590576
2397,73,wat is black box testing criteria,Clarify,163,"Functional testing (or Black Box Testing) is a technique whereby the system is tested against the functional requirements/specifications. During the functional testing the internal logic of the system being tested is not known to the tester. Functional testing ensures that the requirements are properly satisfied by the system. This type of testing is not concerned with how processing occurs, but rather, with the results of processing. It simulates actual system usage but does not make any system structure assumptions. Functional testing is normally performed during the levels of System Testing and Acceptance Testing.","A test selection criterion is a means of selecting test cases or determining that a set of test cases is sufficient for a specified purpose. Test adequacy criteria can be used to decide when sufficient testing will be, or has been accomplished.",0.4403489828109741
2399,73,what is an error,whQuestion,112,An error is a state of execution of the program which is not expected and may lead to an incorrect result.,An error is a state of execution of the program which is not expected and may lead to an incorrect result.,1.0000001192092896
2400,73,wats a error,ynQuestion,264,I don't know how to respond this,An error is a state of execution of the program which is not expected and may lead to an incorrect result.,0.0039962660521268
2401,73,wat a error,Statement,264,An error is a state of execution of the program which is not expected and may lead to an incorrect result.,An error is a state of execution of the program which is not expected and may lead to an incorrect result.,1.0000001192092896
2402,73,wat is a error,Statement,264,An error is a state of execution of the program which is not expected and may lead to an incorrect result.,An error is a state of execution of the program which is not expected and may lead to an incorrect result.,1.0000001192092896
2403,73,what is a error,whQuestion,112,An error is a state of execution of the program which is not expected and may lead to an incorrect result.,An error is a state of execution of the program which is not expected and may lead to an incorrect result.,1.0000001192092896
2404,73,what is a oracle,whQuestion,181,"An oracle is any human or mechanical agent that decides whether a program behaved correctly in a given test and accordingly results in a verdict of “pass” or “fail.” There exist many different kinds of oracles; for example, unambiguous requirements specifications, behavioral models, and code annotations. Automation of mechanized oracles can be difficult and expensive.","An oracle is any human or mechanical agent that decides whether a program behaved correctly in a given test and accordingly results in a verdict of “pass” or “fail.” There exist many different kinds of oracles; for example, unambiguous requirements specifications, behavioral models, and code annotations. Automation of mechanized oracles can be difficult and expensive.",1.0000001192092896
