,user,question,question_class,v1_answer,v2:model-20230626-203321
2230,52,What are the functional testing criterias?,whQuestion,Are you testing me?,I don't understand what you mean
2231,52,No,nAnswer,Come on.,Hi
2232,52,What are them?,whQuestion,I would look into the web for that knowledge.,"Functional testing (or Black Box Testing) is a technique whereby the system is tested against the functional requirements/specifications. During the functional testing the internal logic of the system being tested is not known to the tester. Functional testing ensures that the requirements are properly satisfied by the system. This type of testing is not concerned with how processing occurs, but rather, with the results of processing. It simulates actual system usage but does not make any system structure assumptions. Functional testing is normally performed during the levels of System Testing and Acceptance Testing."
2233,52,Why if I have you?,whQuestion,I don't know how to respond this,"To create a test set using the all-nodes criterion for your program, you first need to draw the CFG of it (ask me how to do that if you don’t know yet). Then you have to analyse, for each node of your program, what your input must look like so that this node is executed. For example, if you have an if statement such as ```if(A > 0) print(‘A is positive); ``` in your program, you know that the node corresponding to the ```print``` command will only be executed when ```A``` is positive, and so you must insert at least one test case as such. More complex programs will require a deeper analysis, which most of the times will involve more mathematics skills than software testing ones."
2234,52,Ok,Statement,Gee.,Hi
2235,52,What is limit value analysis?,whQuestion,Check back later and see if I learn the answer to that one.,"The limit values are generally the boundaries of an interval in which the input is well defined, i.e. the boundaries of the input domain."
2236,52,How to use the functional testing criterias?,whQuestion,I don't know how to respond this,I don't understand what you mean
2237,52,What is a Boundary value analysis?,whQuestion,"Boundary_value_analysis is a functional testing criterion which test data are chosen on or near the boundaries of the input domain of variables, with the underlying rationale that many faults tend to concentrate near the extreme values of inputs. An extension of this technique is robustness testing, wherein test cases are also chosen outside the input domain of variables to test program robustness in processing unexpected or erroneous inputs.","Boundary value analysis is a functional testing criterion which test data are chosen on or near the boundaries of the input domain of variables, with the underlying rationale that many faults tend to concentrate near the extreme values of inputs. An extension of this technique is robustness testing, wherein test cases are also chosen outside the input domain of variables to test program robustness in processing unexpected or erroneous inputs."
2238,52,How to use Boundary value analysis?,whQuestion,"The boundary-value testing criterion determines the boundaries for input values and selects the extremes of the boundary to generate test cases. For instance, if a program's valid input is a positive number less than 10, then the following test cases will be selected in order to test the boundaries: 0, 1, -1, 10, 9 and 11.","The boundary-value testing criterion determines the boundaries for input values and selects the extremes of the boundary to generate test cases. For instance, if a program's valid input is a positive number less than 10, then the following test cases will be selected in order to test the boundaries: 0, 1, -1, 10, 9 and 11."
2239,52,Another example of Boundary value analysis?,ynQuestion,"Suppose you have a program in which the user has to create a password with length between 6 and 12. So the test cases generated for this program, using the boundary value analysis technique, would be for passwords with lengths 5, 6, 12 and 13.",Suppose you have a program that grants access to a certain web page only if you are 18 years old or older. So a boundary value analysis criteria used for this program would generate test cases for age inputs of 17 and 18.
2240,52,another example of Boundary value analysis?,whQuestion,Suppose you have a program that grants access to a certain web page only if you are 18 years old or older. So a boundary value analysis criteria used for this program would generate test cases for age inputs of 17 and 18,"Suppose you have a program in which the user has to create a password with length between 6 and 12. So the test cases generated for this program, using the boundary value analysis technique, would be for passwords with lengths 5, 6, 12 and 13."
2241,52,another example of Boundary value analysis,Statement,"Suppose you have a program in which the user has to create a password with length between 6 and 12. So the test cases generated for this program, using the boundary value analysis technique, would be for passwords with lengths 5, 6, 12 and 13.",Suppose you have a program that grants access to a certain web page only if you are 18 years old or older. So a boundary value analysis criteria used for this program would generate test cases for age inputs of 17 and 18.
2242,52,another example of Boundary value analysis?,whQuestion,Suppose you have a program that grants access to a certain web page only if you are 18 years old or older. So a boundary value analysis criteria used for this program would generate test cases for age inputs of 17 and 18,Suppose you have a program that grants access to a certain web page only if you are 18 years old or older. So a boundary value analysis criteria used for this program would generate test cases for age inputs of 17 and 18.
2243,52,give me an example of partitioning,Statement,I don't know how to respond this,"Sorry, I didn't understand your question, could you repeat?"
2244,52,give me an example of equivalence class partitioning,Clarify,I don't know how to respond this,"Sorry, I didn't understand your question, could you repeat?"
2245,52,How to use equivalence class partitioning,Clarify,"The equivalence partitioning criterion divides the input domain in several subsets (partitions) with no intersection and selects a test case for each partition. The idea is that each test case represents all input domain that partition class and, therefore, one test case for each class is enough for this testing criterion. The criterion considers valid and invalid equivalence classes. For example, you can separate invalid and valid inputs into two different subsets or classes.",I don't understand what you mean
2246,52,another example of equivalence class partitioning?,whQuestion,"Here is an example of an application of equivalence class partitioning. Consider the following specification: one of the fields of a form is a text box that accepts numeric values from 18 to 25. For this problem, a value that belongs to an invalid equivalence class is 17, whereas a value belonging to a valid equivalence class is, for instance, 20.","Sorry, I didn't understand your question, could you repeat?"
2247,52,another example of equivalence class partitioning,Clarify,"Here is an example of an application of equivalence class partitioning. Consider the following specification: one of the fields of a form is a text box that accepts numeric values from 18 to 25. For this problem, a value that belongs to an invalid equivalence class is 17, whereas a value belonging to a valid equivalence class is, for instance, 20.","Sorry, I didn't quite catch that"
2248,52,What is a mistake,whQuestion,"A mistake is a human action that inserts a fault (or defect) into the source code, for instance, a typo is a mistake.","A mistake is a human action that inserts a fault (or defect) into the source code, for instance, a typo is a mistake."
2249,52,What is a fault,whQuestion,"Fault is an incorrect step, process, or data definition in computer program. Fault is the formal name of a bug.","Fault is an incorrect step, process, or data definition in computer program. Fault is the formal name of a bug. A software defect or bug is a condition in a software product which doesn’t meet a software requirement or end-user expectation."
2250,52,What is a failure,whQuestion,A failure is a result of the program which is incorrect or not expected. This is caused by an error.,A failure is a result of the program which is incorrect or not expected. This is caused by an error.
2251,52,What is an error,whQuestion,An error is a state of execution of the program which is not expected and may lead to an incorrect result.,An error is a state of execution of the program which is not expected and may lead to an incorrect result.
2252,52,What is the difference among them?,whQuestion,You tell me.,"Sorry, I didn't quite catch that"
2253,52,What is the difference between fault and failure,Clarify,"A fault (or defect) is an incorrect step, process, or data definition in computer program. A fault can lead the program or software to a failure, i.e an incorrect result. Therefore, a failure is an incorrect or not expected result of the program execution.",A failure is a result of the program which is incorrect or not expected. This is caused by an error.
2254,52,Give an example of a mistake,Statement,I don't know how to respond this,"The mistake is the act of, by some reason, introducing a defect in the software. It could be a typo while coding, which makes a for loop start from 1 instead of 0, and therefore introduce a mistake."
2255,52,an example of a mistake,Statement,I don't know how to respond this,"The mistake is the act of, by some reason, introducing a defect in the software. It could be a typo while coding, which makes a for loop start from 1 instead of 0, and therefore introduce a mistake."
2256,52,another example of a mistake,nAnswer,I don't know how to respond this,"The mistake is the act of, by some reason, introducing a defect in the software. It could be a typo while coding, which makes a for loop start from 1 instead of 0, and therefore introduce a mistake."
2257,52,another example of a fault,nAnswer,I don't know how to respond this,"A defect is an incorrect data definition. In your code, it could be an access of inexistent position in a vector, for instance."
2258,52,another example of a failure,Statement,I don't know how to respond this,"A failure occurs when the output of your program is different than expected. So a failure can occur when your factorial calculator program outputs an overflowed result, which is the result of an overflow error during it’s execution."
2259,52,What is a test case,whQuestion,"A test case is composed by the test input, the execution conditions and the expected output to be produced by the program.","A test case is composed by the test input, the execution conditions and the expected output to be produced by the program."
2260,52,What is a data test,whQuestion,Have you tried a web search?,"A test, in software testing, is the act of performing some assurance of both the correctness of a software and its validation of the project requisistes."
2261,52,No because I have you.,Reject,Perhaps you should try.. I don't know how to respond this. I haven't heard anything like that before.,I don't understand what you mean
2262,52,what is a class under test?,whQuestion,Would you like to know more?,"A test, in software testing, is the act of performing some assurance of both the correctness of a software and its validation of the project requisistes."
2263,52,yes,yAnswer,What would you like to know?,Bye!
2264,52,what does a class under test mean?,Clarify,I can't give you that information.,"A test, in software testing, is the act of performing some assurance of both the correctness of a software and its validation of the project requisistes."
2265,53,TOB_STT iniciar conversa,Statement,Hi there! What's your name?,"Sorry, I didn't understand your question, could you repeat?"
2266,54,TOB_STT iniciar conversa,Statement,Hi there! What's your name?,"Sorry, I didn't understand your question, could you repeat?"
2267,54,Ana,Statement,Hello Ana ! Can you tell me your Numero USP?,Hi
2268,54,1234,Statement,Thank you! What's up?,"Sorry, I didn't understand your question, could you repeat?"
2269,54,What is a defect?,whQuestion,What is it to you?,"Fault is an incorrect step, process, or data definition in computer program. Fault is the formal name of a bug. A software defect or bug is a condition in a software product which doesn’t meet a software requirement or end-user expectation."
2270,54,I do not know,Statement,It was a rhetorical question.,"To create a test set using the McCabe criterion, first write down a complete path always making decisions in predicate nodes to avoid loops (or the first path could be the result of a random real input). Then, the following paths should be equal to the previous one, but changing the decision of the first predicate node not changed yet. After you cannot add any more paths, you have exactly C paths, where C is the McCabe complexity of your CFG. You should create test cases the exercise this paths. This test set also has the property that it satisfies statement coverage and branch coverage criterions."
2271,54,??,ynQuestion,I don't know how to respond this,Hi
2272,54,"Please, tell me about test design",Statement,Hi there!,"Sorry, I didn't understand your question, could you repeat?"
2273,55,TOB_STT iniciar conversa,Statement,Hi there! What's your name?,"Sorry, I didn't quite catch that"
2274,56,TOB_STT iniciar conversa,Statement,Hi there! What's your name?,"Sorry, I didn't understand your question, could you repeat?"
2275,56,hi,Greet,Hi there!,Hi
2276,56,how are you?,whQuestion,Great!,I don't understand what you mean
2277,56,what is software testing?,whQuestion,"Software testing is an activity of software engineering whose main goal is to validate the project requisites and to assert the software correctness, both before the deployment of the final product as well as during its maintenaice.","Software testing is an activity of software engineering whose main goal is to validate the project requisites and to assert the software correctness, both before the deployment of the final product as well as during its maintenance."
2278,56,when Patricia?,whQuestion,I don't know how to respond this,"Sorry, I didn't quite catch that"
2279,57,TOB_STT iniciar conversa,Statement,Hi there! What's your name?,"Sorry, I didn't understand your question, could you repeat?"
2280,57,Hello,Greet,Hi there!,Hi
2281,57,How are you?,whQuestion,"Im fine, what about you?","Sorry, I didn't quite catch that"
2282,57,I Am good,Statement,That's good information.,Bye!
2283,57,I do not know software testing,Statement,I don't know how to respond this,"Sorry, I didn't understand your question, could you repeat?"
2284,57,What do you want?,whQuestion,I don't know how to respond this,I don't understand what you mean
2285,57,Are you ok?,ynQuestion,Hi there!,I don't understand what you mean
2286,57,Hi,Greet,Hi there!,Hi
2287,57,Hello,Greet,Hi there!,Hi
2288,57,I like you,Statement,Thanks for the information.,No worries!
2289,57,Help me,Statement,"Ok, tell me. What is your question?",Hi
2290,57,I d like to know what are the best software testing criteria,whQuestion,Do you mind if I tell other people.,I don't understand what you mean
2291,57,No,nAnswer,OK then I will add it to my gossip files.,Hi
2292,57,Ok,Statement,How can I help you?,Hi
2293,57,Help me,Statement,"Ok, tell me. What is your question?",Hi
2294,58,TOB_STT iniciar conversa,Statement,Hi there! What's your name?,"Sorry, I didn't quite catch that"
2295,59,TOB_STT iniciar conversa,Statement,Hi there! What's your name?,"Sorry, I didn't understand your question, could you repeat?"
2296,59,Lucas,Statement,Hello Lucas ! Can you tell me your Numero USP?,Hi
2297,59,TOB_STT iniciar conversa,Statement,Hi there! What's your name?,I don't understand what you mean
2298,59,Can you give me an example of functional testing,ynQuestion,I don't know how to respond this,"In functional testing technique, the functionality of an application is tested by providing inputs to generate the desired outputs. Consider a bus ticket purchase system with the following requirement: The discount amount is calculated as follows: students can purchase up to 100 tickets per month, with a 50% discount; workers can buy up to 50 tickets a month, with a 30% discount; other users do not have discount on the ticket price. The functional testing concentrates in selection of test input (or data test) to test this functionality, for instance, selecting test input for each class of user of the bus (student, worker and others)."
2299,59,TOB_STT iniciar conversa,Statement,Hi there! What's your name?,"Sorry, I didn't quite catch that"
2300,59,Lucas Turci,Statement,Hello Lucas Turci ! Can you tell me your Numero USP?,I don't understand what you mean
2301,59,1234,Statement,Thank you! What's up?,"Sorry, I didn't quite catch that"
2302,59,Can you give me an example of functional testing,ynQuestion,I don't know how to respond this,"In functional testing technique, the functionality of an application is tested by providing inputs to generate the desired outputs. Consider a bus ticket purchase system with the following requirement: The discount amount is calculated as follows: students can purchase up to 100 tickets per month, with a 50% discount; workers can buy up to 50 tickets a month, with a 30% discount; other users do not have discount on the ticket price. The functional testing concentrates in selection of test input (or data test) to test this functionality, for instance, selecting test input for each class of user of the bus (student, worker and others)."
2303,59,example functional testing criteria,Statement,"In functional testing technique, the functionality of an application is tested by providing inputs to generate the desired outputs. Consider a bus ticket purchase system with the following requirement: The discount amount is calculated as follows: students can purchase up to 100 tickets per month, with a 50% discount; workers can buy up to 50 tickets a month, with a 30% discount; other users do not have discount on the ticket price. The functional testing concentrates in selection of test input (or data test) to test this functionality, for instance, selecting test input for each class of user of the bus (student, worker and others).","Sorry, I didn't quite catch that"
2304,59,A example A functional testing,Statement,"In functional testing technique, the functionality of an application is tested by providing inputs to generate the desired outputs. Consider a bus ticket purchase system with the following requirement: The discount amount is calculated as follows: students can purchase up to 100 tickets per month, with a 50% discount; workers can buy up to 50 tickets a month, with a 30% discount; other users do not have discount on the ticket price. The functional testing concentrates in selection of test input (or data test) to test this functionality, for instance, selecting test input for each class of user of the bus (student, worker and others).","In functional testing technique, the functionality of an application is tested by providing inputs to generate the desired outputs. Consider a bus ticket purchase system with the following requirement: The discount amount is calculated as follows: students can purchase up to 100 tickets per month, with a 50% discount; workers can buy up to 50 tickets a month, with a 30% discount; other users do not have discount on the ticket price. The functional testing concentrates in selection of test input (or data test) to test this functionality, for instance, selecting test input for each class of user of the bus (student, worker and others)."
2305,59,A A example A functional testing,Statement,"In functional testing technique, the functionality of an application is tested by providing inputs to generate the desired outputs. Consider a bus ticket purchase system with the following requirement: The discount amount is calculated as follows: students can purchase up to 100 tickets per month, with a 50% discount; workers can buy up to 50 tickets a month, with a 30% discount; other users do not have discount on the ticket price. The functional testing concentrates in selection of test input (or data test) to test this functionality, for instance, selecting test input for each class of user of the bus (student, worker and others).","In functional testing technique, the functionality of an application is tested by providing inputs to generate the desired outputs. Consider a bus ticket purchase system with the following requirement: The discount amount is calculated as follows: students can purchase up to 100 tickets per month, with a 50% discount; workers can buy up to 50 tickets a month, with a 30% discount; other users do not have discount on the ticket price. The functional testing concentrates in selection of test input (or data test) to test this functionality, for instance, selecting test input for each class of user of the bus (student, worker and others)."
2306,59,Can you give me an example A functional testing,Clarify,I don't know how to respond this,"In functional testing technique, the functionality of an application is tested by providing inputs to generate the desired outputs. Consider a bus ticket purchase system with the following requirement: The discount amount is calculated as follows: students can purchase up to 100 tickets per month, with a 50% discount; workers can buy up to 50 tickets a month, with a 30% discount; other users do not have discount on the ticket price. The functional testing concentrates in selection of test input (or data test) to test this functionality, for instance, selecting test input for each class of user of the bus (student, worker and others)."
2307,59,Can you give example A functional testing,Clarify,"In functional testing technique, the functionality of an application is tested by providing inputs to generate the desired outputs. Consider a bus ticket purchase system with the following requirement: The discount amount is calculated as follows: students can purchase up to 100 tickets per month, with a 50% discount; workers can buy up to 50 tickets a month, with a 30% discount; other users do not have discount on the ticket price. The functional testing concentrates in selection of test input (or data test) to test this functionality, for instance, selecting test input for each class of user of the bus (student, worker and others).","In functional testing technique, the functionality of an application is tested by providing inputs to generate the desired outputs. Consider a bus ticket purchase system with the following requirement: The discount amount is calculated as follows: students can purchase up to 100 tickets per month, with a 50% discount; workers can buy up to 50 tickets a month, with a 30% discount; other users do not have discount on the ticket price. The functional testing concentrates in selection of test input (or data test) to test this functionality, for instance, selecting test input for each class of user of the bus (student, worker and others)."
2308,59,An you give me example A functional testing,ynQuestion,"In functional testing technique, the functionality of an application is tested by providing inputs to generate the desired outputs. Consider a bus ticket purchase system with the following requirement: The discount amount is calculated as follows: students can purchase up to 100 tickets per month, with a 50% discount; workers can buy up to 50 tickets a month, with a 30% discount; other users do not have discount on the ticket price. The functional testing concentrates in selection of test input (or data test) to test this functionality, for instance, selecting test input for each class of user of the bus (student, worker and others).","In functional testing technique, the functionality of an application is tested by providing inputs to generate the desired outputs. Consider a bus ticket purchase system with the following requirement: The discount amount is calculated as follows: students can purchase up to 100 tickets per month, with a 50% discount; workers can buy up to 50 tickets a month, with a 30% discount; other users do not have discount on the ticket price. The functional testing concentrates in selection of test input (or data test) to test this functionality, for instance, selecting test input for each class of user of the bus (student, worker and others)."
2309,59,Can you give me an example A functional testing,Clarify,I don't know how to respond this,"In functional testing technique, the functionality of an application is tested by providing inputs to generate the desired outputs. Consider a bus ticket purchase system with the following requirement: The discount amount is calculated as follows: students can purchase up to 100 tickets per month, with a 50% discount; workers can buy up to 50 tickets a month, with a 30% discount; other users do not have discount on the ticket price. The functional testing concentrates in selection of test input (or data test) to test this functionality, for instance, selecting test input for each class of user of the bus (student, worker and others)."
2310,59,A A A A A A A example A functional testing,Statement,"In functional testing technique, the functionality of an application is tested by providing inputs to generate the desired outputs. Consider a bus ticket purchase system with the following requirement: The discount amount is calculated as follows: students can purchase up to 100 tickets per month, with a 50% discount; workers can buy up to 50 tickets a month, with a 30% discount; other users do not have discount on the ticket price. The functional testing concentrates in selection of test input (or data test) to test this functionality, for instance, selecting test input for each class of user of the bus (student, worker and others).","It depends of the functional testing criterion used. The most common criteria used in functional testing are equivalence partitioning and boundary-value analysis. Please, ask me how to use equivalence partitioning criterion and/or boundary-value analysis criterion"
2311,59,Can you give me an example of equivalence partitioning,ynQuestion,I don't know how to respond this,"Here is an example of an application of equivalence class partitioning. Consider the following specification: a switch is turned off when the temperature falls below 18˚C and is turned on again when it begomes greater than 21˚C. In this problem, some equivalence values belonging to the same classes are 22, 23 and 24."
2312,59,Give example of equivalence partitioning,Statement,"Here is an example of an application of equivalence class partitioning. Consider the following specification: if you are below 18 years old, you are too young to be insured. If you are between 18 and 30 years old, you will get a 20% discount, but you are not elegible for an insurance if you are past 30. In this problem, the ages 18,.., 30 are in the same equivalence class","Here is an example of an application of equivalence class partitioning. Consider the following specification: a switch is turned off when the temperature falls below 18˚C and is turned on again when it begomes greater than 21˚C. In this problem, some equivalence values belonging to the same classes are 22, 23 and 24."
2313,59,TOB_STT iniciar conversa,Statement,Hi there! What's your name?,"Sorry, I didn't understand your question, could you repeat?"
2314,59,Can you give me an example of equivalence partitioning,ynQuestion,I don't know how to respond this,"Consider the specification. A program validates a field in the following way: values less than 10 are rejected, values between 10 and 21 are accepted and values greater or equal to 22 are rejected. In this problem, the values 3, 10 and 22 cover all the existing equivalence classes."
2315,60,TOB_STT iniciar conversa,Statement,Hi there! What's your name?,I don't understand what you mean
2316,60,A,Statement,Hello A ! Can you tell me your Numero USP?,Hi
2317,60,1,ynQuestion,I don't know how to respond this,"Sorry, I didn't understand your question, could you repeat?"
2318,60,TOB_STT iniciar conversa,Statement,Hi there! What's your name?,"Sorry, I didn't understand your question, could you repeat?"
2319,60,a,Statement,Hello a ! Can you tell me your Numero USP?,Bye!
2320,60,12345,Statement,Thank you! What's up?,I don't understand what you mean
2321,60,debug name,Statement,a,"Sorry, I didn't understand your question, could you repeat?"
2322,60,debug nusp,Statement,12345,"Sorry, I didn't understand your question, could you repeat?"
2323,61,TOB_STT iniciar conversa,Statement,Hi there! What's your name?,I don't understand what you mean
2324,61,Lucas,Statement,Hello Lucas ! Can you tell me your Numero USP?,Hi
2325,61,97689237490,Statement,Thank you! What's up?,"Sorry, I didn't quite catch that"
2326,61,TOB_STT iniciar conversa,Statement,Hi there! What's your name?,"Sorry, I didn't quite catch that"
2327,61,jfkdslajfklds,Statement,Hello jfkdslajfklds ! Can you tell me your Numero USP?,"Sorry, I didn't quite catch that"
2328,62,TOB_STT iniciar conversa,Statement,Hi there! What's your name?,I don't understand what you mean
2329,63,TOB_STT iniciar conversa,Statement,Hi there! What's your name?,I don't understand what you mean
2330,63,TOB_STT iniciar conversa,Statement,Hi there! What's your name?,"Sorry, I didn't understand your question, could you repeat?"
2331,63,TOB_STT iniciar conversa,Statement,Hi there! What's your name?,"Sorry, I didn't quite catch that"
2332,63,"HI, my name is Leo",Statement,I don't know how to respond this,Hi
2333,63,TOB_STT iniciar conversa,Statement,Hi there! What's your name?,"Sorry, I didn't understand your question, could you repeat?"
2334,63,My name is Leo,Statement,I don't know how to respond this,"Sorry, I didn't understand your question, could you repeat?"
2335,63,TOB_STT iniciar conversa,Statement,Hi there! What's your name?,I don't understand what you mean
2336,63,Leo Natan,Statement,I don't know how to respond this,"Sorry, I didn't understand your question, could you repeat?"
2337,63,TOB_STT iniciar conversa,Statement,Hi there! What's your name?,I don't understand what you mean
2338,63,HI,Greet,Hi there!,Hi
2339,63,My name is Leo,Statement,I don't know how to respond this,"Sorry, I didn't understand your question, could you repeat?"
2340,63,LEO,Statement,I don't know how to respond this,Bye!
2341,63,lUCAS,Statement,I don't know how to respond this,"Sorry, I didn't quite catch that"
2342,63,YOU IS MANY CRAZY,Emphasis,Do you mind if I tell other people you say I am MANY CRAZY.,"Sorry, I didn't quite catch that"
2343,63,HAHHA,Statement,I don't know how to respond this,Hi
2344,63,hehehe,Emotion,I don't know how to respond this,Hi
2345,63,TOB_STT iniciar conversa,Statement,Hi there! What's your name?,"Sorry, I didn't understand your question, could you repeat?"
2346,63,hi,Greet,Hi there!,Hi
2347,63,what is software testing?,whQuestion,"Software testing is an activity of software engineering whose main goal is to validate the project requisites and to assert the software correctness, both before the deployment of the final product as well as during its maintenaice.","Software testing is an activity of software engineering whose main goal is to validate the project requisites and to assert the software correctness, both before the deployment of the final product as well as during its maintenance."
2348,63,What Is the differemce between fault and error?,Clarify,Is that a rhetorical question?,An error is a state of execution of the program which is not expected and may lead to an incorrect result.
2349,63,What Is the difference between fault and error?,Clarify,"A fault (or defect) is an incorrect step, process, or data definition in source code, which may lead the program to an error, which is a unexpected state of execution that can cause a failure. If you're still confused, ask me what an error is.",An error is a state of execution of the program which is not expected and may lead to an incorrect result.
2350,63,TOB_STT iniciar conversa,Statement,Hi there! What's your name?,I don't understand what you mean
2351,63,Hi,Greet,Hi there!,Hi
2352,63,What is software testing?,whQuestion,"Software testing is an activity of software engineering whose main goal is to validate the project requisites and to assert the software correctness, both before the deployment of the final product as well as during its maintenaice.","Software testing is an activity of software engineering whose main goal is to validate the project requisites and to assert the software correctness, both before the deployment of the final product as well as during its maintenance."
2353,63,What Is the differemce between fault and error?,Clarify,Have you tried searching the web?,An error is a state of execution of the program which is not expected and may lead to an incorrect result.
2354,63,TOB_STT iniciar conversa,Statement,Hi there! What's your name?,"Sorry, I didn't understand your question, could you repeat?"
2355,63,Hi,Greet,Hi there!,Hi
2356,63,What is software testing?,whQuestion,"Software testing is an activity of software engineering whose main goal is to validate the project requisites and to assert the software correctness, both before the deployment of the final product as well as during its maintenaice.","Software testing is an activity of software engineering whose main goal is to validate the project requisites and to assert the software correctness, both before the deployment of the final product as well as during its maintenance."
2357,63,what is the difference between fault and error?,whQuestion,"A fault (or defect) is an incorrect step, process, or data definition in source code, which may lead the program to an error, which is a unexpected state of execution that can cause a failure. If you're still confused, ask me what an error is.",An error is a state of execution of the program which is not expected and may lead to an incorrect result.
2358,63,How do I apply equivalence class partitioning criteria?,whQuestion,"The equivalence partitioning criterion divides the input domain in several subsets (partitions) with no intersection and selects a test case for each partition. The idea is that each test case represents all input domain that partition class and, therefore, one test case for each class is enough for this testing criterion. The criterion considers valid and invalid equivalence classes. For example, you can separate invalid and valid inputs into two different subsets or classes.","Sorry, I didn't understand your question, could you repeat?"
2359,63,Can you give me an example of equivalence class partitioning criteria?,ynQuestion,"Here is an example of an application of equivalence class partitioning. Consider the following specification: if you are below 18 years old, you are too young to be insured. If you are between 18 and 30 years old, you will get a 20% discount, but you are not elegible for an insurance if you are past 30. In this problem, the ages 18,.., 30 are in the same equivalence class","Sorry, I didn't understand your question, could you repeat?"
2360,63,TOB_STT iniciar conversa,Statement,Hi there! What's your name?,I don't understand what you mean
2361,63,TOB_STT iniciar conversa,Statement,Hi there! What's your name?,"Sorry, I didn't understand your question, could you repeat?"
2362,63,hi,Greet,Hi there!,Hi
2363,63,what is software testing?,whQuestion,"Software testing is an activity of software engineering whose main goal is to validate the project requisites and to assert the software correctness, both before the deployment of the final product as well as during its maintenaice.","Software testing is an activity of software engineering whose main goal is to validate the project requisites and to assert the software correctness, both before the deployment of the final product as well as during its maintenance."
2364,63,what is difference between default and error?,whQuestion,I would look into the web for that knowledge.,An error is a state of execution of the program which is not expected and may lead to an incorrect result.
2365,63,what is difference between fault and error?,whQuestion,I will search for it.,An error is a state of execution of the program which is not expected and may lead to an incorrect result.
2366,63,what is difference between fault and error?,whQuestion,I would look into the web for that knowledge.,An error is a state of execution of the program which is not expected and may lead to an incorrect result.
2367,63,what is difference between error and mistake?,whQuestion,I have never been asked that before.,"A mistake is a human action that inserts a fault (or defect) into the source code, for instance, a typo is a mistake."
2368,63,TOB_STT iniciar conversa,Statement,Hi there! What's your name?,I don't understand what you mean
2369,63,hi,Greet,Hi there!,Hi
2370,63,what is software testing?,whQuestion,"Software testing is an activity of software engineering whose main goal is to validate the project requisites and to assert the software correctness, both before the deployment of the final product as well as during its maintenaice.","Software testing is an activity of software engineering whose main goal is to validate the project requisites and to assert the software correctness, both before the deployment of the final product as well as during its maintenance."
2371,63,what is the difference between fault and error?,whQuestion,"A fault (or defect) is an incorrect step, process, or data definition in source code, which may lead the program to an error, which is a unexpected state of execution that can cause a failure. If you're still confused, ask me what an error is.",An error is a state of execution of the program which is not expected and may lead to an incorrect result.
2372,63,how to I apply equivalence class partitioning criteria?,whQuestion,"The equivalence partitioning criterion divides the input domain in several subsets (partitions) with no intersection and selects a test case for each partition. The idea is that each test case represents all input domain that partition class and, therefore, one test case for each class is enough for this testing criterion. The criterion considers valid and invalid equivalence classes. For example, you can separate invalid and valid inputs into two different subsets or classes.",I don't understand what you mean
2373,63,Can you give me an example of equivalence class partitioning criteria?,ynQuestion,"Here is an example of an application of equivalence class partitioning. Consider the following specification: if you are below 18 years old, you are too young to be insured. If you are between 18 and 30 years old, you will get a 20% discount, but you are not elegible for an insurance if you are past 30. In this problem, the ages 18,.., 30 are in the same equivalence class","Sorry, I didn't quite catch that"
2374,63,TOB_STT iniciar conversa,Statement,Hi there! What's your name?,I don't understand what you mean
2375,63,what is cause effect graph ?,whQuestion,Have you tried searching the web?,I don't understand what you mean
2376,63,TOB_STT iniciar conversa,Statement,Hi there! What's your name?,"Sorry, I didn't quite catch that"
2377,63,TOB_STT iniciar conversa,Statement,Hi there! What's your name?,"Sorry, I didn't understand your question, could you repeat?"
2378,63,TOB_STT iniciar conversa,Statement,Hi there! What's your name?,"Sorry, I didn't quite catch that"
2379,64,hi,Greet,Hi there!,Hi
2380,64,how awe you?,whQuestion,I don't know how to respond this,"Sorry, I didn't understand your question, could you repeat?"
2381,64,what is software testing,whQuestion,"Software testing is an activity of software engineering whose main goal is to validate the project requisites and to assert the software correctness, both before the deployment of the final product as well as during its maintenaice.","Software testing is an activity of software engineering whose main goal is to validate the project requisites and to assert the software correctness, both before the deployment of the final product as well as during its maintenance."
2382,65,TOB_STT iniciar conversa,Statement,Hi there! What's your name?,I don't understand what you mean
2383,65,Hi,Greet,Hi there!,Hi
2384,66,TOB_STT iniciar conversa,Statement,Hi there! What's your name?,"Sorry, I didn't understand your question, could you repeat?"
2385,66,Lucas,Statement,Hello Lucas ! Can you tell me your Numero USP?,Hi
2386,66,1234,Statement,Thank you! What's up?,"Sorry, I didn't understand your question, could you repeat?"
2387,66,"I am fine, what about you?",whQuestion,Hi there!,I don't understand what you mean
2388,66,Hello,Greet,Hi there!,Hi
2389,66,How are you?,whQuestion,Great!,"Sorry, I didn't understand your question, could you repeat?"
2390,66,Nice,whQuestion,Next question?,Hi
2391,73,TOB_STT iniciar conversa,Statement,I don't know how to respond this,"Sorry, I didn't understand your question, could you repeat?"
2392,73,hello,Greet,I don't know how to respond this,Hi
2393,73,TOB_STT iniciar conversa,Statement,I don't know how to respond this,I don't understand what you mean
