,Unnamed: 0,user,question,question_class,answer_v1,answer_v2
2826,2826,94,what is a software test,whQuestion,I don't know how to respond this,"A test, in software testing, is the act of performing some assurance of both the correctness of a software and its validation of the project requisistes."
2827,2827,94,what is a test,whQuestion,"A test, in software testing, is the act of performing some assurance of both the correctness of a software and its validation of the project requisistes.","A test, in software testing, is the act of performing some assurance of both the correctness of a software and its validation of the project requisistes."
2828,2828,94,what is functional testing,whQuestion,"Functional testing (or Black Box Testing) is a technique whereby the system is tested against the functional requirements/specifications. During the functional testing the internal logic of the system being tested is not known to the tester. Functional testing ensures that the requirements are properly satisfied by the system. This type of testing is not concerned with how processing occurs, but rather, with the results of processing. It simulates actual system usage but does not make any system structure assumptions. Functional testing is normally performed during the levels of System Testing and Acceptance Testing.","Functional testing (or Black Box Testing) is a technique whereby the system is tested against the functional requirements/specifications. During the functional testing the internal logic of the system being tested is not known to the tester. Functional testing ensures that the requirements are properly satisfied by the system. This type of testing is not concerned with how processing occurs, but rather, with the results of processing. It simulates actual system usage but does not make any system structure assumptions. Functional testing is normally performed during the levels of System Testing and Acceptance Testing."
2829,2829,94,What is stress testing,whQuestion,"Stress testing exercises software at the maximum design load, as well as beyond it, with the goal of determining the behavioral limits, and to test defense mechanisms in critical systems.","Stress testing exercises software at the maximum design load, as well as beyond it, with the goal of determining the behavioral limits, and to test defense mechanisms in critical systems."
2830,2830,94,What is an equivalent class,whQuestion,I don't know how to respond this,"Sorry, I didn't understand your question, could you repeat?"
2831,2831,94,What is an equivalence class,whQuestion,"An equivalency class represents a set of valid and invalid states for the input conditions. For example, if your input must be a number N between 1 and 100, then one (invalid) equivalency class is the set of numbers less than one, another (invalid) equivalency class is the set of numbers greater than 100 and the third (valid) is the set of numbers between 1 and 100.","An equivalency class represents a set of valid and invalid states for the input conditions. For example, if your input must be a number N between 1 and 100, then one (invalid) equivalency class is the set of numbers less than one, another (invalid) equivalency class is the set of numbers greater than 100 and the third (valid) is the set of numbers between 1 and 100."
2832,2832,94,How are you,whQuestion,Great! How are you?,"Sorry, I didn't understand your question, could you repeat?"
2833,2833,94,What is software test,whQuestion,Great!,"A test, in software testing, is the act of performing some assurance of both the correctness of a software and its validation of the project requisistes."
2834,2834,94,What is software test,whQuestion,I don't know how to respond this,"A test, in software testing, is the act of performing some assurance of both the correctness of a software and its validation of the project requisistes."
2835,2835,94,What is software testing,whQuestion,"Software testing is an activity of software engineering whose main goal is to validate the project requisites and to assert the software correctness, both before the deployment of the final product as well as during its maintenaice.","Software testing is an activity of software engineering whose main goal is to validate the project requisites and to assert the software correctness, both before the deployment of the final product as well as during its maintenance."
2836,2836,94,What is an equivalence class,whQuestion,"An equivalency class represents a set of valid and invalid states for the input conditions. For example, if your input must be a number N between 1 and 100, then one (invalid) equivalency class is the set of numbers less than one, another (invalid) equivalency class is the set of numbers greater than 100 and the third (valid) is the set of numbers between 1 and 100.","An equivalency class represents a set of valid and invalid states for the input conditions. For example, if your input must be a number N between 1 and 100, then one (invalid) equivalency class is the set of numbers less than one, another (invalid) equivalency class is the set of numbers greater than 100 and the third (valid) is the set of numbers between 1 and 100."
2837,2837,95,Hello,Greet,Hello,Hi
2838,2838,95,How are you,whQuestion,Great! How are you?,I don't understand what you mean
2839,2839,95,Great,Statement,Great!,Hi
2840,2840,95,Could you tell me how fo I apply functional testing,Clarify,"It depends of the functional testing criterion used. The most common criteria used in functional testing are equivalence partitioning and boundary-value analysis. Please, ask me how to use equivalence partitioning criterion and/or boundary-value analysis criterion.","It depends of the functional testing criterion used. The most common criteria used in functional testing are equivalence partitioning and boundary-value analysis. Please, ask me how to use equivalence partitioning criterion and/or boundary-value analysis criterion"
2841,2841,95,Hey,Greet,Hi there,Hi
2842,2842,96,what is software testing,whQuestion,"Software testing is an activity of software engineering whose main goal is to validate the project requisites and to assert the software correctness, both before the deployment of the final product as well as during its maintenaice.","Software testing is an activity of software engineering whose main goal is to validate the project requisites and to assert the software correctness, both before the deployment of the final product as well as during its maintenance."
2843,2843,96,Hi there,Greet,Hey!,Hi
2844,2844,96,How apply limit value analysis,Clarify,I don't know how to respond this,"The limit values are generally the boundaries of an interval in which the input is well defined, i.e. the boundaries of the input domain."
2845,2845,96,How do I apply limit value analysis,Clarify,I don't know how to respond this,"The boundary-value testing criterion determines the boundaries for input values and selects the extremes of the boundary to generate test cases. For instance, if a program's valid input is a positive number less than 10, then the following test cases will be selected in order to test the boundaries: 0, 1, -1, 10, 9 and 11."
2846,2846,96,How do I apply boundarie value analysis,whQuestion,I don't know how to respond this,"Sorry, I didn't quite catch that"
2847,2847,96,Why do I use boundarie value analysis,Clarify,I don't know how to respond this,I don't understand what you mean
2848,2848,96,What is boundary value,whQuestion,"Boundary value analysis is a functional testing criterion which test data are chosen on or near the boundaries of the input domain of variables, with the underlying rationale that many faults tend to concentrate near the extreme values of inputs. An extension of this technique is robustness testing, wherein test cases are also chosen outside the input domain of variables to test program robustness in processing unexpected or erroneous inputs.","Boundary value analysis is a functional testing criterion which test data are chosen on or near the boundaries of the input domain of variables, with the underlying rationale that many faults tend to concentrate near the extreme values of inputs. An extension of this technique is robustness testing, wherein test cases are also chosen outside the input domain of variables to test program robustness in processing unexpected or erroneous inputs."
2849,2849,96,Why use functional testing,Clarify,"The functional (or black-box) testing is done without considering the internal structure of the program, hence the testers don't have to have any knowledge of the algorithms or programming languages used. Also, the test cases only depend of the specification of the product, so the generation of the test data and the testing activity can be independent of the implementation of the program and can be applied without having an executable version of the code.","It depends of the functional testing criterion used. The most common criteria used in functional testing are equivalence partitioning and boundary-value analysis. Please, ask me how to use equivalence partitioning criterion and/or boundary-value analysis criterion"
2850,2850,96,Why use boundarie value analysis technique,Clarify,I don't know how to respond this,"Sorry, I didn't understand your question, could you repeat?"
2851,2851,96,why use functional testing technique,Clarify,"The functional (or black-box) testing is done without considering the internal structure of the program, hence the testers don't have to have any knowledge of the algorithms or programming languages used. Also, the test cases only depend of the specification of the product, so the generation of the test data and the testing activity can be independent of the implementation of the program and can be applied without having an executable version of the code.",I don't understand what you mean
2852,2852,96,How use equivalence class partitioning technique,Clarify,I don't know how to respond this,"Sorry, I didn't understand your question, could you repeat?"
2853,2853,96,How to use equivalence class partitioning technique,Clarify,"The equivalence partitioning criterion divides the input domain in several subsets (partitions) with no intersection and selects a test case for each partition. The idea is that each test case represents all input domain that partition class and, therefore, one test case for each class is enough for this testing criterion. The criterion considers valid and invalid equivalence classes. For example, you can separate invalid and valid inputs into two different subsets or classes.",I don't understand what you mean
2854,2854,96,How do I apply boundarie value analysis,whQuestion,I don't know how to respond this,"Sorry, I didn't understand your question, could you repeat?"
2855,2855,96,How do I apply boundary value analysis,whQuestion,"The boundary-value testing criterion determines the boundaries for input values and selects the extremes of the boundary to generate test cases. For instance, if a program's valid input is a positive number less than 10, then the following test cases will be selected in order to test the boundaries: 0, 1, -1, 10, 9 and 11.","The boundary-value testing criterion determines the boundaries for input values and selects the extremes of the boundary to generate test cases. For instance, if a program's valid input is a positive number less than 10, then the following test cases will be selected in order to test the boundaries: 0, 1, -1, 10, 9 and 11."
2856,2856,96,how apply limit value analysis,whQuestion,TOB-STT:,"The limit values are generally the boundaries of an interval in which the input is well defined, i.e. the boundaries of the input domain."
2857,2857,96,Hello,Greet,Hi there,Hi
2858,2858,96,How are you?,whQuestion,"I am fine, what about you","The boundary-value testing criterion determines the boundaries for input values and selects the extremes of the boundary to generate test cases. For instance, if a program's valid input is a positive number less than 10, then the following test cases will be selected in order to test the boundaries: 0, 1, -1, 10, 9 and 11."
2859,2859,96,Fine,Statement,Great!,Hi
2860,2860,96,Could you help me with something,ynQuestion,"Ok, tell me. What is your question?","Sorry, I didn't quite catch that"
2861,2861,96,How do I apply limit value analysis,Clarify,"The boundary-value testing criterion determines the boundaries for input values and selects the extremes of the boundary to generate test cases. For instance, if a program's valid input is a non-negative number less than or equal to 10, then the following test cases will be selected in order to test the boundaries: 0, 1, -1, 10, 9 and 11.","The boundary-value testing criterion determines the boundaries for input values and selects the extremes of the boundary to generate test cases. For instance, if a program's valid input is a positive number less than 10, then the following test cases will be selected in order to test the boundaries: 0, 1, -1, 10, 9 and 11."
2862,2862,96,how do i create a test,Statement,I don't know how to respond this,"A test, in software testing, is the act of performing some assurance of both the correctness of a software and its validation of the project requisistes."
2863,2863,96,how do I create a test case,Statement,"It depends on the testing criterion used. The equivalence partitioning criterion divides the input domain in several subsets (partitions) with no intersection and selects a test case for each partition. The idea is that each test case represents all input domain that partition class and, therefore, one test case for each class is enough for this testing criterion. The criterion considers valid and invalid equivalence classes. For example, you can separate invalid and valid inputs into two different subsets or classes. The boundary-value testing criterion determines the boundaries for input values and selects the extremes of the boundary to generate test cases. For instance, if a program's valid input is a positive number less than 10, then the following test cases will be selected in order to test the boundaries: 0, 1, -1, 10, 9 and 11.",I don't understand what you mean
2864,2864,96,abacaba,Statement,I can't answer that.. Try asking me differently,"A test, in software testing, is the act of performing some assurance of both the correctness of a software and its validation of the project requisistes."
2865,2865,96,WHat is a test case,Statement,"A test case is composed by the test input, the execution conditions and the expected output to be produced by the program.","A test case is composed by the test input, the execution conditions and the expected output to be produced by the program."
2866,2866,96,What is structural testing,whQuestion,"Structural testing (or White-Box testing) is a technique in which tests are derived from the knowledge of the software's structure or internal implementation. That way, the testing professional is able to check if a specific part of the code is correct. Unit testing is an instance of structural testing.","Structural testing (or White-Box testing) is a technique in which tests are derived from the knowledge of the software's structure or internal implementation. That way, the testing professional is able to check if a specific part of the code is correct. Unit testing is an instance of structural testing."
2867,2867,96,What is an error,whQuestion,An error is a state of execution of the program which is not expected and may lead to an incorrect result.,An error is a state of execution of the program which is not expected and may lead to an incorrect result.
2868,2868,96,What is the difference between error and mistake,Clarify,"An error is a state of execution of the program which is not expected and may lead to an incorrect result. A mistake is a human action that inserts a fault (or defect) into the source code, for instance, a typo is a mistake.","A mistake is a human action that inserts a fault (or defect) into the source code, for instance, a typo is a mistake."
2869,2869,96,How is a test set,whQuestion,I can't answer that.. Try asking me differently,The test set is composed by several test cases that are used in a software testing activity.
2870,2870,96,What is the meaning of limit value,whQuestion,"The limit values are generally the boundaries of an interval in which the input is well defined, i.e. the boundaries of the input domain.","The limit values are generally the boundaries of an interval in which the input is well defined, i.e. the boundaries of the input domain."
2871,2871,96,what is boundary value,whQuestion,"Boundary value analysis is a functional testing criterion which test data are chosen on or near the boundaries of the input domain of variables, with the underlying rationale that many faults tend to concentrate near the extreme values of inputs. An extension of this technique is robustness testing, wherein test cases are also chosen outside the input domain of variables to test program robustness in processing unexpected or erroneous inputs.","Boundary value analysis is a functional testing criterion which test data are chosen on or near the boundaries of the input domain of variables, with the underlying rationale that many faults tend to concentrate near the extreme values of inputs. An extension of this technique is robustness testing, wherein test cases are also chosen outside the input domain of variables to test program robustness in processing unexpected or erroneous inputs."
2872,2872,96,what is equivalence class,whQuestion,"An equivalency class represents a set of valid and invalid states for the input conditions. For example, if your input must be a number N between 1 and 100, then one (invalid) equivalency class is the set of numbers less than one, another (invalid) equivalency class is the set of numbers greater than 100 and the third (valid) is the set of numbers between 1 and 100.","An equivalency class represents a set of valid and invalid states for the input conditions. For example, if your input must be a number N between 1 and 100, then one (invalid) equivalency class is the set of numbers less than one, another (invalid) equivalency class is the set of numbers greater than 100 and the third (valid) is the set of numbers between 1 and 100."
2873,2873,96,what is an equivalence class,whQuestion,"An equivalency class represents a set of valid and invalid states for the input conditions. For example, if your input must be a number N between 1 and 100, then one (invalid) equivalency class is the set of numbers less than one, another (invalid) equivalency class is the set of numbers greater than 100 and the third (valid) is the set of numbers between 1 and 100.","An equivalency class represents a set of valid and invalid states for the input conditions. For example, if your input must be a number N between 1 and 100, then one (invalid) equivalency class is the set of numbers less than one, another (invalid) equivalency class is the set of numbers greater than 100 and the third (valid) is the set of numbers between 1 and 100."
2874,2874,96,what is a test data,whQuestion,The test data (or test input) is the input data and the parameters associated with a specified test case.,The test data (or test input) is the input data and the parameters associated with a specified test case.
2875,2875,96,how to use limit value analysis,Clarify,"The boundary-value testing criterion determines the boundaries for input values and selects the extremes of the boundary to generate test cases. For instance, if a program's valid input is a positive number less than 10, then the following test cases will be selected in order to test the boundaries: 0, 1, -1, 10, 9 and 11.","The boundary-value testing criterion determines the boundaries for input values and selects the extremes of the boundary to generate test cases. For instance, if a program's valid input is a positive number less than 10, then the following test cases will be selected in order to test the boundaries: 0, 1, -1, 10, 9 and 11."
2876,2876,96,how to use equivalence class,whQuestion,I can't answer that.. Try asking me differently,"Sorry, I didn't understand your question, could you repeat?"
2877,2877,96,how to use equivalence classes,whQuestion,I can't answer that.. Try asking me differently,I don't understand what you mean
2878,2878,96,how to use equivalence classes criteria,whQuestion,"The equivalence partitioning criterion divides the input domain in several subsets (partitions) with no intersection and selects a test case for each partition. The idea is that each test case represents all input domain that partition class and, therefore, one test case for each class is enough for this testing criterion. The criterion considers valid and invalid equivalence classes. For example, you can separate invalid and valid inputs into two different subsets or classes.","Sorry, I didn't understand your question, could you repeat?"
2879,2879,96,what is equivalence partitioning,whQuestion,"Equivalence partitioning is a functional testing criterion that involves partitioning the input domain into a collection of subsets (or equivalent classes). Data in each partition must behave the same way therefore only one condition needs to be tested. Similarly, if one condition in a partition doesn’t work, then none of the others will work.","Equivalence partitioning is a functional testing criterion that involves partitioning the input domain into a collection of subsets (or equivalent classes). Data in each partition must behave the same way therefore only one condition needs to be tested. Similarly, if one condition in a partition doesn’t work, then none of the others will work."
2880,2880,96,ok,Statement,I can't answer that.. Try asking me differently,"Sorry, I didn't understand your question, could you repeat?"
2881,2881,96,thank you,Statement,You are welcome! :),No worries!
2882,2882,96,bye bye,Bye,See you!,"The equivalence partitioning criterion divides the input domain in several subsets (partitions) with no intersection and selects a test case for each partition. The idea is that each test case represents all input domain that partition class and, therefore, one test case for each class is enough for this testing criterion. The criterion considers valid and invalid equivalence classes. For example, you can separate invalid and valid inputs into two different subsets or classes."
2883,2883,96,Good evening,Greet,Hey there!,Hi
2884,2884,96,What can you do for me,whQuestion,You can ask me anything related to testing terminology and usage of software testing criterias,I don't understand what you mean
2885,2885,96,What can you do,whQuestion,I am here to help you with software testing. I can answer some question you ask me about that topic.,"Equivalence partitioning is a functional testing criterion that involves partitioning the input domain into a collection of subsets (or equivalent classes). Data in each partition must behave the same way therefore only one condition needs to be tested. Similarly, if one condition in a partition doesn’t work, then none of the others will work."
2886,2886,96,How can you help me,ynQuestion,You can ask me anything related to testing terminology and usage of software testing criterias,"The equivalence partitioning criterion divides the input domain in several subsets (partitions) with no intersection and selects a test case for each partition. The idea is that each test case represents all input domain that partition class and, therefore, one test case for each class is enough for this testing criterion. The criterion considers valid and invalid equivalence classes. For example, you can separate invalid and valid inputs into two different subsets or classes."
2887,2887,96,What is a test case,whQuestion,"A test case is composed by the test input, the execution conditions and the expected output to be produced by the program.","A test case is composed by the test input, the execution conditions and the expected output to be produced by the program."
2888,2888,96,Who are you,whQuestion,"I am TOB-STT, a software testing teaching assistant!","A test case is composed by the test input, the execution conditions and the expected output to be produced by the program."
2889,2889,96,What is your story,whQuestion,I can't answer that.. Try asking me differently,"A test case is composed by the test input, the execution conditions and the expected output to be produced by the program."
2890,2890,96,Where are you from,whQuestion,I was created by a software testing research group at ICMC-USP São Carlos,I don't understand what you mean
2891,2891,96,Who created you,whQuestion,I was created by a software testing research group at ICMC-USP São Carlos,"A test case is composed by the test input, the execution conditions and the expected output to be produced by the program."
2892,2892,96,Who is your creator,whQuestion,I can't answer that.. Try asking me differently,"Sorry, I didn't understand your question, could you repeat?"
2893,2893,96,How do I apply equivalence partitioning,whQuestion,"The equivalence partitioning criterion divides the input domain in several subsets (partitions) with no intersection and selects a test case for each partition. The idea is that each test case represents all input domain that partition class and, therefore, one test case for each class is enough for this testing criterion. The criterion considers valid and invalid equivalence classes. For example, you can separate invalid and valid inputs into two different subsets or classes.","The equivalence partitioning criterion divides the input domain in several subsets (partitions) with no intersection and selects a test case for each partition. The idea is that each test case represents all input domain that partition class and, therefore, one test case for each class is enough for this testing criterion. The criterion considers valid and invalid equivalence classes. For example, you can separate invalid and valid inputs into two different subsets or classes."
2894,2894,96,How can you test a test set,Emphasis,I can't answer that.. Try asking me differently,The test set is composed by several test cases that are used in a software testing activity.
2895,2895,96,What is a test,whQuestion,"A test, in software testing, is the act of performing some assurance of both the correctness of a software and its validation of the project requisistes.","A test, in software testing, is the act of performing some assurance of both the correctness of a software and its validation of the project requisistes."
2896,2896,96,How do I test my program,Emphasis,I can't answer that.. Try asking me differently,I don't understand what you mean
2897,2897,96,what is a bug,whQuestion,A software defect or bug is a condition in a software product which doesn’t meet a software requirement or end-user expectation.,"Fault is an incorrect step, process, or data definition in computer program. Fault is the formal name of a bug. A software defect or bug is a condition in a software product which doesn’t meet a software requirement or end-user expectation."
2898,2898,96,what is a bug in software testing,whQuestion,"Software testing is an activity of software engineering whose main goal is to validate the project requisites and to assert the software correctness, both before the deployment of the final product as well as during its maintenaice.","Software testing is an activity of software engineering whose main goal is to validate the project requisites and to assert the software correctness, both before the deployment of the final product as well as during its maintenance."
2899,2899,96,can you give me an example about equivalence class,Clarify,I can't answer that.. Try asking me differently,"In software testing, an equivalency class could be the set of strings of size less than or equal to 8, for example.In software testing, an equivalency class could be the set of strings of size less than or equal to 8, for example."
2900,2900,96,can you give me an example of equivalence class,Emphasis,I can't answer that.. Try asking me differently,"In software testing, an equivalency class could be the set of strings of size less than or equal to 8, for example.In software testing, an equivalency class could be the set of strings of size less than or equal to 8, for example."
2901,2901,96,can you give me an example of equivalence class partitioning,Emphasis,"Here is an example of an application of equivalence class partitioning. Consider the following specification: one of the fields of a form is a text box that accepts numeric values from 18 to 25. For this problem, a value that belongs to an invalid equivalence class is 17, whereas a value belonging to a valid equivalence class is, for instance, 20.","Sorry, I didn't understand your question, could you repeat?"
2902,2902,96,can you give me an example about equivalence class partitioning,Clarify,"Consider the specification. A program validates a field in the following way: values less than 10 are rejected, values between 10 and 21 are accepted and values greater or equal to 22 are rejected. In this problem, the values 3, 10 and 22 cover all the existing equivalence classes.",I don't understand what you mean
2903,2903,96,hi there,Greet,Hello,Hi
2904,2904,96,can you give me an example of equivalence class partitioning,Emphasis,"Here is an example of an application of equivalence class partitioning. Consider the following specification: one of the fields of a form is a text box that accepts numeric values from 18 to 25. For this problem, a value that belongs to an invalid equivalence class is 17, whereas a value belonging to a valid equivalence class is, for instance, 20.","Sorry, I didn't understand your question, could you repeat?"
2905,2905,96,can you give me another example,Emphasis,"Consider the specification. A program validates a field in the following way: values less than 10 are rejected, values between 10 and 21 are accepted and values greater or equal to 22 are rejected. In this problem, the values 3, 10 and 22 cover all the existing equivalence classes.","Sorry, I didn't understand your question, could you repeat?"
2906,2906,96,give me an example of equivalency class,Clarify,"In software testing, an equivalency class could be the set of strings of size less than or equal to 8, for example.","Sorry, I didn't quite catch that"
2907,2907,96,tell me an illustration of a bug,Statement,I can't answer that.. Try asking me differently,"Fault is an incorrect step, process, or data definition in computer program. Fault is the formal name of a bug. A software defect or bug is a condition in a software product which doesn’t meet a software requirement or end-user expectation."
2908,2908,96,tell me an instance of a bug,Statement,I can't answer that.. Try asking me differently,"Fault is an incorrect step, process, or data definition in computer program. Fault is the formal name of a bug. A software defect or bug is a condition in a software product which doesn’t meet a software requirement or end-user expectation."
2909,2909,96,give me an example of a bug,Statement,"Suppose you have a program that, by the software requirements, should accept names with up to 20 digits, but the software developer reserved only 15 digits in the database. That is a defect in the software definition and can lead to an error.","Suppose you have a program that, by the software requirements, should accept names with up to 20 digits, but the software developer reserved only 15 digits in the database. That is a defect in the software definition and can lead to an error."
2910,2910,96,give me an illustration of a bug,Statement,I can't answer that.. Try asking me differently,"Fault is an incorrect step, process, or data definition in computer program. Fault is the formal name of a bug. A software defect or bug is a condition in a software product which doesn’t meet a software requirement or end-user expectation."
2911,2911,96,hello,Greet,Hey there!,Hi
2912,2912,96,give me an illustration of a bug,Statement,I can't answer that.. Try asking me differently,"Fault is an incorrect step, process, or data definition in computer program. Fault is the formal name of a bug. A software defect or bug is a condition in a software product which doesn’t meet a software requirement or end-user expectation."
2913,2913,96,give me an example of a test case,Statement,I can't answer that.. Try asking me differently,"Sorry, I didn't understand your question, could you repeat?"
2914,2914,96,give me an example of functional testing,Statement,"In functional testing technique, the functionality of an application is tested by providing inputs to generate the desired outputs. Consider a bus ticket purchase system with the following requirement: The discount amount is calculated as follows: students can purchase up to 100 tickets per month, with a 50% discount; workers can buy up to 50 tickets a month, with a 30% discount; other users do not have discount on the ticket price. The functional testing concentrates in selection of test input (or data test) to test this functionality, for instance, selecting test input for each class of user of the bus (student, worker and others).","In functional testing technique, the functionality of an application is tested by providing inputs to generate the desired outputs. Consider a bus ticket purchase system with the following requirement: The discount amount is calculated as follows: students can purchase up to 100 tickets per month, with a 50% discount; workers can buy up to 50 tickets a month, with a 30% discount; other users do not have discount on the ticket price. The functional testing concentrates in selection of test input (or data test) to test this functionality, for instance, selecting test input for each class of user of the bus (student, worker and others)."
2915,2915,96,give me an example of a bug,Statement,I can't answer that.. Try asking me differently,"A defect is an incorrect data definition. In your code, it could be an access of inexistent position in a vector, for instance."
2916,2916,96,give me an example of a bug,Statement,I can't answer that.. Try asking me differently,"Suppose you have a program that, by the software requirements, should accept names with up to 20 digits, but the software developer reserved only 15 digits in the database. That is a defect in the software definition and can lead to an error."
2917,2917,96,give me an example of a bug,Statement,I can't answer that.. Try asking me differently,"Suppose you have a program that, by the software requirements, should accept names with up to 20 digits, but the software developer reserved only 15 digits in the database. That is a defect in the software definition and can lead to an error."
2918,2918,96,give me an example of a bug,Statement,I can't answer that.. Try asking me differently,"A defect is an incorrect data definition. In your code, it could be an access of inexistent position in a vector, for instance."
2919,2919,96,give me an example of functional testing,Statement,"In functional testing technique, the functionality of an application is tested by providing inputs to generate the desired outputs. Consider a bus ticket purchase system with the following requirement: The discount amount is calculated as follows: students can purchase up to 100 tickets per month, with a 50% discount; workers can buy up to 50 tickets a month, with a 30% discount; other users do not have discount on the ticket price. The functional testing concentrates in selection of test input (or data test) to test this functionality, for instance, selecting test input for each class of user of the bus (student, worker and others).","In functional testing technique, the functionality of an application is tested by providing inputs to generate the desired outputs. Consider a bus ticket purchase system with the following requirement: The discount amount is calculated as follows: students can purchase up to 100 tickets per month, with a 50% discount; workers can buy up to 50 tickets a month, with a 30% discount; other users do not have discount on the ticket price. The functional testing concentrates in selection of test input (or data test) to test this functionality, for instance, selecting test input for each class of user of the bus (student, worker and others)."
2920,2920,96,give me an example of equivalence class,Clarify,"In software testing, an equivalency class could be the set of strings of size less than or equal to 8, for example.","In software testing, an equivalency class could be the set of strings of size less than or equal to 8, for example.In software testing, an equivalency class could be the set of strings of size less than or equal to 8, for example."
2921,2921,96,give me an example of boundarie value analysis,Statement,Suppose you have a program that grants access to a certain web page only if you are 18 years old or older. So a boundary value analysis criteria used for this program would generate test cases for age inputs of 17 and 18,"Sorry, I didn't quite catch that"
2922,2922,96,another example,Statement,I can't answer that.. Try asking me differently,"In software testing, an equivalency class could be the set of strings of size less than or equal to 8, for example.In software testing, an equivalency class could be the set of strings of size less than or equal to 8, for example."
2923,2923,96,give me another example,Statement,I can't answer that.. Try asking me differently,"In software testing, an equivalency class could be the set of strings of size less than or equal to 8, for example.In software testing, an equivalency class could be the set of strings of size less than or equal to 8, for example."
2924,2924,96,give me an example of a test set,Statement,I can't answer that.. Try asking me differently,"Sorry, I didn't understand your question, could you repeat?"
2925,2925,96,give me an example of functional testing,Statement,"In functional testing technique, the functionality of an application is tested by providing inputs to generate the desired outputs. Consider a bus ticket purchase system with the following requirement: The discount amount is calculated as follows: students can purchase up to 100 tickets per month, with a 50% discount; workers can buy up to 50 tickets a month, with a 30% discount; other users do not have discount on the ticket price. The functional testing concentrates in selection of test input (or data test) to test this functionality, for instance, selecting test input for each class of user of the bus (student, worker and others).","In functional testing technique, the functionality of an application is tested by providing inputs to generate the desired outputs. Consider a bus ticket purchase system with the following requirement: The discount amount is calculated as follows: students can purchase up to 100 tickets per month, with a 50% discount; workers can buy up to 50 tickets a month, with a 30% discount; other users do not have discount on the ticket price. The functional testing concentrates in selection of test input (or data test) to test this functionality, for instance, selecting test input for each class of user of the bus (student, worker and others)."
2926,2926,96,another example,Statement,I can't answer that.. Try asking me differently,"In functional testing technique, the functionality of an application is tested by providing inputs to generate the desired outputs. Consider a bus ticket purchase system with the following requirement: The discount amount is calculated as follows: students can purchase up to 100 tickets per month, with a 50% discount; workers can buy up to 50 tickets a month, with a 30% discount; other users do not have discount on the ticket price. The functional testing concentrates in selection of test input (or data test) to test this functionality, for instance, selecting test input for each class of user of the bus (student, worker and others)."
2927,2927,96,example failure,Statement,I can't answer that.. Try asking me differently,"A failure occurs when the output of your program is different than expected. So a failure can occur when your factorial calculator program outputs an overflowed result, which is the result of an overflow error during it’s execution."
2928,2928,96,example failure,Statement,I can't answer that.. Try asking me differently,"A failure occurs when the output of your program is different than expected. So a failure can occur when your factorial calculator program outputs an overflowed result, which is the result of an overflow error during it’s execution."
2929,2929,96,example failure,Statement,I can't answer that.. Try asking me differently,"A failure occurs when the output of your program is different than expected. So a failure can occur when your factorial calculator program outputs an overflowed result, which is the result of an overflow error during it’s execution."
2930,2930,96,example failure,Statement,"A failure occurs when the output of your program is different than expected. So a failure can occur when your factorial calculator program outputs an overflowed result, which is the result of an overflow error during it’s execution.","A failure occurs when the output of your program is different than expected. So a failure can occur when your factorial calculator program outputs an overflowed result, which is the result of an overflow error during it’s execution."
2931,2931,96,example bug,Statement,I can't answer that.. Try asking me differently,"Suppose you have a program that, by the software requirements, should accept names with up to 20 digits, but the software developer reserved only 15 digits in the database. That is a defect in the software definition and can lead to an error."
2932,2932,96,give me an example of a bug jsdkflds,Statement,I can't answer that.. Try asking me differently,"Suppose you have a program that, by the software requirements, should accept names with up to 20 digits, but the software developer reserved only 15 digits in the database. That is a defect in the software definition and can lead to an error."
2933,2933,96,give me an example of a bug,Statement,I can't answer that.. Try asking me differently,"Suppose you have a program that, by the software requirements, should accept names with up to 20 digits, but the software developer reserved only 15 digits in the database. That is a defect in the software definition and can lead to an error."
2934,2934,96,give me an example of a bug,Statement,I can't answer that.. Try asking me differently,"A defect is an incorrect data definition. In your code, it could be an access of inexistent position in a vector, for instance."
2935,2935,96,example deffect,Statement,I can't answer that.. Try asking me differently,"Sorry, I didn't quite catch that"
2936,2936,96,give me an example of functional testing,Statement,"In functional testing technique, the functionality of an application is tested by providing inputs to generate the desired outputs. Consider a bus ticket purchase system with the following requirement: The discount amount is calculated as follows: students can purchase up to 100 tickets per month, with a 50% discount; workers can buy up to 50 tickets a month, with a 30% discount; other users do not have discount on the ticket price. The functional testing concentrates in selection of test input (or data test) to test this functionality, for instance, selecting test input for each class of user of the bus (student, worker and others).","In functional testing technique, the functionality of an application is tested by providing inputs to generate the desired outputs. Consider a bus ticket purchase system with the following requirement: The discount amount is calculated as follows: students can purchase up to 100 tickets per month, with a 50% discount; workers can buy up to 50 tickets a month, with a 30% discount; other users do not have discount on the ticket price. The functional testing concentrates in selection of test input (or data test) to test this functionality, for instance, selecting test input for each class of user of the bus (student, worker and others)."
2937,2937,96,give me an example of a bug,Statement,I can't answer that.. Try asking me differently,"A defect is an incorrect data definition. In your code, it could be an access of inexistent position in a vector, for instance."
2938,2938,96,EXAMPLE DEFECT,Statement,I can't answer that.. Try asking me differently,"A defect is an incorrect data definition. In your code, it could be an access of inexistent position in a vector, for instance."
2939,2939,96,EXAMPLE DEFECT,Statement,I can't answer that.. Try asking me differently,"Suppose you have a program that, by the software requirements, should accept names with up to 20 digits, but the software developer reserved only 15 digits in the database. That is a defect in the software definition and can lead to an error."
