user,question,answer
74,"what is a mistake","A mistake is a human action that inserts a fault (or defect) into the source code, for instance, a typo is a mistake."
74,"what is a test set","The test set is composed by several test cases that are used in a software testing activity."
74,"what is a data test","The test data (or test input) is the input data and the parameters associated with a specified test case."
74,"what is a test case","A test case is composed by the test input, the execution conditions and the expected output to be produced by the program."
74,"what is structural testing","Structural testing (or White-Box testing) is a technique in which tests are derived from the knowledge of the software's structure or internal implementation. That way, the testing professional is able to check if a specific part of the code is correct. Unit testing is an instance of structural testing."
74,"what is a fault","Fault is an incorrect step, process, or data definition in computer program. Fault is the formal name of a bug."
74,"what is a defect","A software defect or bug is a condition in a software product which doesn’t meet a software requirement or end-user expectation."
74,"what is a bug","A software defect or bug is a condition in a software product which doesn’t meet a software requirement or end-user expectation."
74,"what is a boundary value","Boundary value analysis is a functional testing criterion which test data are chosen on or near the boundaries of the input domain of variables, with the underlying rationale that many faults tend to concentrate near the extreme values of inputs. An extension of this technique is robustness testing, wherein test cases are also chosen outside the input domain of variables to test program robustness in processing unexpected or erroneous inputs."
74,"what is a limit value","The limit values are generally the boundaries of an interval in which the input is well defined, i.e. the boundaries of the input domain."
74,"define boundary value analysis","Boundary value analysis is a functional testing criterion which test data are chosen on or near the boundaries of the input domain of variables, with the underlying rationale that many faults tend to concentrate near the extreme values of inputs. An extension of this technique is robustness testing, wherein test cases are also chosen outside the input domain of variables to test program robustness in processing unexpected or erroneous inputs."
74,"do you know what is a test case","I don't know how to respond this"
74,"do you know what a test case is","A test case is composed by the test input, the execution conditions and the expected output to be produced by the program."
74,"ok, what is the definition of mistake","I don't know how to respond this"
74,"what is the definition of mistake","A mistake is a human action that inserts a fault (or defect) into the source code, for instance, a typo is a mistake."
74,"tell me what is a test case","A test case is composed by the test input, the execution conditions and the expected output to be produced by the program."
74,"ok, what is a test case","I don't know how to respond this"
74,"ok what is a test case","I don't know how to respond this"
74,"and what is a test case","I don't know how to respond this"
74,"and what is a test case","I don't know how to respond this"
74,"tell me what is a test case","A test case is composed by the test input, the execution conditions and the expected output to be produced by the program."
74,"TOB_STT iniciar conversa","I don't know how to respond this"
74,"and what is a test case","I don't know how to respond this"
74,"what is a test case","A test case is composed by the test input, the execution conditions and the expected output to be produced by the program."
74,"i am wondering what is a test case","A test case is composed by the test input, the execution conditions and the expected output to be produced by the program."
74,"i d like to know what is a test case","A test case is composed by the test input, the execution conditions and the expected output to be produced by the program."
74,"and what is a test case","I don't know how to respond this"
74,"TOB_STT iniciar conversa","I don't know how to respond this"
74,"and what is test case","I don't know how to respond this"
74,"TOB_STT iniciar conversa","I don't know how to respond this"
74,"TOB_STT iniciar conversa","I don't know how to respond this"
74,"what is test case","A test case is composed by the test input, the execution conditions and the expected output to be produced by the program."
74,"and what is a test set","The test set is composed by several test cases that are used in a software testing activity."
74,"and what is a test case","I don't know how to respond this"
74,"and what is a test set","The test set is composed by several test cases that are used in a software testing activity."
74,"what is test set","The test set is composed by several test cases that are used in a software testing activity."
74,"i d like to know what is the definition of a test set","The test set is composed by several test cases that are used in a software testing activity."
74,"could you tell me what does a test set mean","I don't know how to respond this"
74,"could you tell me what does test set mean","I don't know how to respond this"
74,"what does test set mean","I don't know how to respond this"
74,"what does test set means","I don't know how to respond this"
74,"could you tell me what is the meaning of a test set","The test set is composed by several test cases that are used in a software testing activity."
74,"and what is a test case","I don't know how to respond this"
74,"could you tell me what is a test case","A test case is composed by the test input, the execution conditions and the expected output to be produced by the program."
74,"i wanna know what is a test case","A test case is composed by the test input, the execution conditions and the expected output to be produced by the program."
74,"tell me what is a test case","A test case is composed by the test input, the execution conditions and the expected output to be produced by the program."
74,"can you tell me what is a test case","A test case is composed by the test input, the execution conditions and the expected output to be produced by the program."
74,"could you tell me what is a test case","A test case is composed by the test input, the execution conditions and the expected output to be produced by the program."
74,"can you tell to me what is a test case","A test case is composed by the test input, the execution conditions and the expected output to be produced by the program."
74,"could you tell to me what is a test case","A test case is composed by the test input, the execution conditions and the expected output to be produced by the program."
74,"could you say to me what is a test case","A test case is composed by the test input, the execution conditions and the expected output to be produced by the program."
74,"can you say to me what is a test case","A test case is composed by the test input, the execution conditions and the expected output to be produced by the program."
74,"please tell me what is a test case","A test case is composed by the test input, the execution conditions and the expected output to be produced by the program."
74,"i would like to know what is a test case","A test case is composed by the test input, the execution conditions and the expected output to be produced by the program."
74,"i want to know what is a test case","A test case is composed by the test input, the execution conditions and the expected output to be produced by the program."
74,"id like to know what is a test case","A test case is composed by the test input, the execution conditions and the expected output to be produced by the program."
74,"i d like to know what is a test case","A test case is composed by the test input, the execution conditions and the expected output to be produced by the program."
74,"i d like to know what is a test case","A test case is composed by the test input, the execution conditions and the expected output to be produced by the program."
74,"and what is a test case","I don't know how to respond this"
74,"so, what is a test case","I don't know how to respond this"
74,"hello, what is a test case","I don't know how to respond this"
74,"hi, what is a test case","I don't know how to respond this"
74,"hi there what is a test case","I don't know how to respond this"
74,"boundarie-value","I don't know how to respond this"
74,"i d like to know what is a test case","A test case is composed by the test input, the execution conditions and the expected output to be produced by the program."
74,"TOB_STT iniciar conversa","I don't know how to respond this"
74,"and what is a test case","A test case is composed by the test input, the execution conditions and the expected output to be produced by the program."
74,"can you tell me what is a test case","A test case is composed by the test input, the execution conditions and the expected output to be produced by the program."
74,"could you tell me what is a test case","A test case is composed by the test input, the execution conditions and the expected output to be produced by the program."
74,"could you say to me what is a test case","A test case is composed by the test input, the execution conditions and the expected output to be produced by the program."
74,"can you say to me what is a test case","A test case is composed by the test input, the execution conditions and the expected output to be produced by the program."
74,"please tell me what is a test case","A test case is composed by the test input, the execution conditions and the expected output to be produced by the program."
74,"I would like to know what is a test case","A test case is composed by the test input, the execution conditions and the expected output to be produced by the program."
74,"I want to know what is a test case","A test case is composed by the test input, the execution conditions and the expected output to be produced by the program."
74,"I wanna know what is a test case","A test case is composed by the test input, the execution conditions and the expected output to be produced by the program."
74,"id like to know what is a test case","A test case is composed by the test input, the execution conditions and the expected output to be produced by the program."
74,"i d like to know what is a test case","A test case is composed by the test input, the execution conditions and the expected output to be produced by the program."
74,"i d like to know what is a test case","A test case is composed by the test input, the execution conditions and the expected output to be produced by the program."
74,"and what is a test case","A test case is composed by the test input, the execution conditions and the expected output to be produced by the program."
74,"so what is a test case","I don't know how to respond this"
74,"TOB_STT iniciar conversa","I don't know how to respond this"
74,"so what is test case","I don't know how to respond this"
74,"hello what is test case","A test case is composed by the test input, the execution conditions and the expected output to be produced by the program."
74,"hi what is test case","A test case is composed by the test input, the execution conditions and the expected output to be produced by the program."
74,"hi there what is test case","A test case is composed by the test input, the execution conditions and the expected output to be produced by the program."
74,"i am wondering what is test case","A test case is composed by the test input, the execution conditions and the expected output to be produced by the program."
74,"i am wondering what is test case","A test case is composed by the test input, the execution conditions and the expected output to be produced by the program."
74,"i m wondering what is test case","A test case is composed by the test input, the execution conditions and the expected output to be produced by the program."
74,"what about what is test case","A test case is composed by the test input, the execution conditions and the expected output to be produced by the program."
74,"ok what is test case","A test case is composed by the test input, the execution conditions and the expected output to be produced by the program."
74,"alright what is test case","A test case is composed by the test input, the execution conditions and the expected output to be produced by the program."
74,"do you know what is test case","I don't know how to respond this"
74,"do you know what is test set","I don't know how to respond this"
74,"what is test set","The test set is composed by several test cases that are used in a software testing activity."
74,"could you tell me what is the meaning of a test set","The test set is composed by several test cases that are used in a software testing activity."
74,"alright what does a test set mean","The test set is composed by several test cases that are used in a software testing activity."
74,"please tell me what are the test set","The test set is composed by several test cases that are used in a software testing activity."
74,"so what is test case","I don't know how to respond this"
74,"TOB_STT iniciar conversa","I don't know how to respond this"
74,"so what is test case","I don't know how to respond this"
74,"and what is test case","A test case is composed by the test input, the execution conditions and the expected output to be produced by the program."
75,"TOB_STT iniciar conversa","I don't know how to respond this"
75,"could you give me an example of input domain","Suppose you have a program that, given a date in the year outputs the sign of the person born in that day. Your input domain, in this case, is the set of all the 365 days in the year."
75,"another example of input domain","Suppose your input is a string with exactly 16 digits and containing only lower case letters, then the input domain consists of 26^16 possibilities"
75,"could you tell me an instance of functional testing","In functional testing technique, the functionality of an application is tested by providing inputs to generate the desired outputs. Consider a bus ticket purchase system with the following requirement: The discount amount is calculated as follows: students can purchase up to 100 tickets per month, with a 50% discount; workers can buy up to 50 tickets a month, with a 30% discount; other users do not have discount on the ticket price. The functional testing concentrates in selection of test input (or data test) to test this functionality, for instance, selecting test input for each class of user of the bus (student, worker and others)."
76,"TOB_STT iniciar conversa","I don't know how to respond this"
76,"difference of functional testing and structural testing","Functional testing (or Black Box Testing) is a technique whereby the system is tested against the functional requirements/specifications. During the functional testing the internal logic of the system being tested is not known to the tester. Functional testing ensures that the requirements are properly satisfied by the system. This type of testing is not concerned with how processing occurs, but rather, with the results of processing. It simulates actual system usage but does not make any system structure assumptions. Functional testing is normally performed during the levels of System Testing and Acceptance Testing. Structural testing (or White-Box testing) is a technique in which tests are derived from the knowledge of the software's structure or internal implementation. That way, the testing professional is able to check if a specific part of the code is correct. Unit testing is an instance of structural testing."
76,"can you tell me what are the difference between mistake and error","I don't know how to respond this"
76,"difference between mistake and error","DIFFERENCE OF mistake AND error"
76,"TOB_STT iniciar conversa","I don't know how to respond this"
76,"differences between mistake and error","A mistake is a human action that inserts a fault (or defect) into the source code, for instance, a typo is a mistake. An error is a state of execution of the program which is not expected and may lead to an incorrect result."
76,"can you tell me what are the differences between mistake and error","A mistake is a human action that inserts a fault (or defect) into the source code, for instance, a typo is a mistake. An error is a state of execution of the program which is not expected and may lead to an incorrect result."
76,"how are mistake and error different","A mistake is a human action that inserts a fault (or defect) into the source code, for instance, a typo is a mistake. An error is a state of execution of the program which is not expected and may lead to an incorrect result."
76,"are you mad","I don't know how to respond this"
77,"TOB_STT iniciar conversa","I don't know how to respond this"
78,"TOB_STT iniciar conversa","I don't know how to respond this"
78,"Hello","I don't know how to respond this"
78,"What is software testing","Software testing is an activity of software engineering whose main goal is to validate the project requisites and to assert the software correctness, both before the deployment of the final product as well as during its maintenaice."
78,"How are you?","I don't know how to respond this"
78,"hjk hkj h hk hk h","I don't know how to respond this"
78,"jfdsla jfldsa jklfd sjalf djsla fjdlsa jflds ajfklds ajlf dsjkla","I don't know how to respond this"
78,"jfkdl jaslkf jdslka jfdklsa jfl jasl fjdkls ajfdsaf djsakl fjdlsa jflds ajflkd sajfkld sjalf djsla fjldsa jflds ajklf dsjaklf jdsla fjldsa jflds ajklf dsjalkf jdsla fjdls ajfld sjaklf djsla fdsla jflds jkfld sjalf djsal fjdksla fjdklsa jflkds ajlkfd sjalf djsla fjdlska jfdkls jflkdsa","I don't know how to respond this"
78,"Eu acho que esse site tá muito bonito","I don't know how to respond this"
78,"TOB_STT iniciar conversa","I don't know how to respond this"
78,"TOB_STT iniciar conversa","I don't know how to respond this"
78,"TOB_STT iniciar conversa","I don't know how to respond this"
78,"What is software testing","Software testing is an activity of software engineering whose main goal is to validate the project requisites and to assert the software correctness, both before the deployment of the final product as well as during its maintenaice."
78,"What do you know about equivalence partitioning classes","I don't know how to respond this"
78,"Could you tell me about equivalent partitioning class","I don't know how to respond this"
78,"What is a bug","A software defect or bug is a condition in a software product which doesn’t meet a software requirement or end-user expectation."
78,"Can you tell me what is a bug","A software defect or bug is a condition in a software product which doesn’t meet a software requirement or end-user expectation."
78,"What is equivalence partitioning classes","I don't know how to respond this"
78,"What is an equivalence class","An equivalency class represents a set of valid and invalid states for the input conditions. For example, if your input must be a number N between 1 and 100, then one (invalid) equivalency class is the set of numbers less than one, another (invalid) equivalency class is the set of numbers greater than 100 and the third (valid) is the set of numbers between 1 and 100."
78,"equivalency class","I don't know how to respond this"
78,"What is equivalence partitioning classes criteria","I don't know how to respond this"
78,"What is equivalence partitioning classes criterion","I don't know how to respond this"
78,"What is a white-box testing","Structural testing (or White-Box testing) is a technique in which tests are derived from the knowledge of the software's structure or internal implementation. That way, the testing professional is able to check if a specific part of the code is correct. Unit testing is an instance of structural testing."
78,"What is a defect","A software defect or bug is a condition in a software product which doesn’t meet a software requirement or end-user expectation."
78,"What is boundarie value analysis","I don't know how to respond this"
78,"What is boundarie-value analysis criteria","I don't know how to respond this"
78,"What is limit value analysis technique","Boundary value analysis is a functional testing criterion which test data are chosen on or near the boundaries of the input domain of variables, with the underlying rationale that many faults tend to concentrate near the extreme values of inputs. An extension of this technique is robustness testing, wherein test cases are also chosen outside the input domain of variables to test program robustness in processing unexpected or erroneous inputs."
78,"What is equivalence class partitioning technique","Equivalence partitioning is a functional testing criterion that involves partitioning the input domain into a collection of subsets (or equivalent classes). Data in each partition must behave the same way therefore only one condition needs to be tested. Similarly, if one condition in a partition doesn’t work, then none of the others will work."
79,"TOB_STT iniciar conversa","I don't know how to respond this"
79,"TOB_STT iniciar conversa","I don't know how to respond this"
79,"Hello","I don't know how to respond this"
80,"TOB_STT iniciar conversa","I don't know how to respond this"
80,"What is software testing","Software testing is an activity of software engineering whose main goal is to validate the project requisites and to assert the software correctness, both before the deployment of the final product as well as during its maintenaice."
81,"TOB_STT iniciar conversa","I don't know how to respond this"
82,"TOB_STT iniciar conversa","I don't know how to respond this"
83,"TOB_STT iniciar conversa","I don't know how to respond this"
83,"Hello","I don't know how to respond this"
83,"What is software testing","Software testing is an activity of software engineering whose main goal is to validate the project requisites and to assert the software correctness, both before the deployment of the final product as well as during its maintenaice."
83,"What is an error","An error is a state of execution of the program which is not expected and may lead to an incorrect result."
83,"What is a defect","A software defect or bug is a condition in a software product which doesn’t meet a software requirement or end-user expectation."
83,"TOB_STT iniciar conversa","I don't know how to respond this"
83,"Hello","I don't know how to respond this"
83,"How are you","I don't know how to respond this"
83,"I am fine","I don't know how to respond this"
83,"That Is great","I don't know how to respond this"
83,"Jsjfjs ein di ridn ris. Tie d","I don't know how to respond this"
83,"Hello","I don't know how to respond this"
83,"That Is great","I don't know how to respond this"
83,"Bla bla bla","I don't know how to respond this"
83,"Seeker:","I don't know how to respond this"
83,"Seeker:","I don't know how to respond this"
83,"Cool","I don't know how to respond this"
83,"TOB_STT iniciar conversa","I don't know how to respond this"
83,"Talk to me","I don't know how to respond this"
83,"How are you","I don't know how to respond this"
83,"That Is great","I don't know how to respond this"
83,"TOB_STT iniciar conversa","I don't know how to respond this"
83,"TOB_STT iniciar conversa","I don't know how to respond this"
83,"TOB_STT iniciar conversa","I don't know how to respond this"
83,"TOB_STT iniciar conversa","I don't know how to respond this"
83,"TOB_STT iniciar conversa","I don't know how to respond this"
83,"TOB_STT iniciar conversa","I don't know how to respond this"
83,"TOB_STT iniciar conversa","I don't know how to respond this"
83,"TOB_STT iniciar conversa","I don't know how to respond this"
83,"Ola","I don't know how to respond this"
83,"Hello","I don't know how to respond this"
83,"How are you","I don't know how to respond this"
83,"Ok","I don't know how to respond this"
83,"Yes","I don't know how to respond this"
83,"What is the meaning of test software","I don't know how to respond this"
83,"Thank You bom","I don't know how to respond this"
83,"Da pra escrever em mobile sim","I don't know how to respond this"
83,"To testando","I don't know how to respond this"
83,"TOB_STT iniciar conversa","I don't know how to respond this"
83,"O problema sao as primeiras mensagens","I don't know how to respond this"
83,"TOB_STT iniciar conversa","I don't know how to respond this"
84,"TOB_STT iniciar conversa","I don't know how to respond this"
84,"Hello","I don't know how to respond this"
84,"What is software testing","Software testing is an activity of software engineering whose main goal is to validate the project requisites and to assert the software correctness, both before the deployment of the final product as well as during its maintenaice."
84,"How are you","I don't know how to respond this"
84,"TOB_STT iniciar conversa","I don't know how to respond this"
85,"TOB_STT iniciar conversa","I don't know how to respond this"
85,"Oi","I don't know how to respond this"
85,"Tudo bem?","I don't know how to respond this"
85,"Como vai?","I don't know how to respond this"
85,"Eu gostaria de saber o que eh teste de software","I don't know how to respond this"
85,"TOB_STT iniciar conversa","I don't know how to respond this"
85,"What is software testing","Software testing is an activity of software engineering whose main goal is to validate the project requisites and to assert the software correctness, both before the deployment of the final product as well as during its maintenaice."
85,"What is a test case","A test case is composed by the test input, the execution conditions and the expected output to be produced by the program."
85,"TOB_STT iniciar conversa","I don't know how to respond this"
85,"Ehat is software testing","I don't know how to respond this"
85,"What is software testing","Software testing is an activity of software engineering whose main goal is to validate the project requisites and to assert the software correctness, both before the deployment of the final product as well as during its maintenaice."
85,"TOB_STT iniciar conversa","I don't know how to respond this"
85,"What is software testing","Software testing is an activity of software engineering whose main goal is to validate the project requisites and to assert the software correctness, both before the deployment of the final product as well as during its maintenaice."
85,"Jejdnd","I don't know how to respond this"
85,"NEk","I don't know how to respond this"
85,"Nsodh","I don't know how to respond this"
85,"What is software testing","Software testing is an activity of software engineering whose main goal is to validate the project requisites and to assert the software correctness, both before the deployment of the final product as well as during its maintenaice."
85,"TOB_STT iniciar conversa","I don't know how to respond this"
85,"Hello","I don't know how to respond this"
85,"Hskd","I don't know how to respond this"
85,"Jdjtidj","I don't know how to respond this"
85,"Heidnrn","I don't know how to respond this"
86,"TOB_STT iniciar conversa","I don't know how to respond this"
86,"Hello","I don't know how to respond this"
86,"How are you","I don't know how to respond this"
86,"jfdslkaf","I don't know how to respond this"
86,"fjdsalk","I don't know how to respond this"
86,"fjdsalk","I don't know how to respond this"
86,"fjdskla","I don't know how to respond this"
87,"TOB_STT iniciar conversa","I don't know how to respond this"
88,"TOB_STT iniciar conversa","I don't know how to respond this"
88,"oi","I don't know how to respond this"
88,"what is software test","I don't know how to respond this"
89,"TOB_STT iniciar conversa","I don't know how to respond this"
89,"TOB_STT iniciar conversa","I don't know how to respond this"
89,"who are you","I don't know how to respond this"
89,"fuck you","I don't know how to respond this"
89,"t amo","I don't know how to respond this"
90,"TOB_STT iniciar conversa","I don't know how to respond this"
91,"TOB_STT iniciar conversa","I don't know how to respond this"
91,"TOB_STT iniciar conversa","I don't know how to respond this"
91,"Hi","I don't know how to respond this"
91,"Hello","I don't know how to respond this"
92,"TOB_STT iniciar conversa","I don't know how to respond this"
92,"Hi","I don't know how to respond this"
92,"How are you","I don't know how to respond this"
92,"Jsbd","I don't know how to respond this"
92,"Jshdid","I don't know how to respond this"
92,"Jebdid","I don't know how to respond this"
92,"Jegdi","I don't know how to respond this"
92,"That s great","I don't know how to respond this"
92,"Uenrie","I don't know how to respond this"
92,"Jsvrus","I don't know how to respond this"
92,"Hbdunr","I don't know how to respond this"
92,"TOB_STT iniciar conversa","I don't know how to respond this"
92,"What is software testing?","Software testing is an activity of software engineering whose main goal is to validate the project requisites and to assert the software correctness, both before the deployment of the final product as well as during its maintenaice."
92,"Cool","I don't know how to respond this"
93,"TOB_STT iniciar conversa","I don't know how to respond this"
93,"hello","I don't know how to respond this"
93,"what is software testing activity","I don't know how to respond this"
93,"what is software testing?","Software testing is an activity of software engineering whose main goal is to validate the project requisites and to assert the software correctness, both before the deployment of the final product as well as during its maintenaice."
93,"what is software testing activity?","I don't know how to respond this"
93,"why?","I don't know how to respond this"
93,"hi","Hi there"
93,"what`s software testing","I can't answer that.. Try asking me differently"
93,"what`s software testing","I can't answer that.. Try asking me differently"
93,"what`s software testing","I can't answer that.. Try asking me differently"
93,"what is software testing","Software testing is an activity of software engineering whose main goal is to validate the project requisites and to assert the software correctness, both before the deployment of the final product as well as during its maintenaice."
93,"what is software testing activity","Software testing is an activity of software engineering whose main goal is to validate the project requisites and to assert the software correctness, both before the deployment of the final product as well as during its maintenaice."
93,"what`s software testing activity","I can't answer that.. Try asking me differently"
93,"how to test a software","I can't answer that.. Try asking me differently"
93,"talk about software testing activity","I can't answer that.. Try asking me differently"
93,"what is fault","Fault is an incorrect step, process, or data definition in computer program. Fault is the formal name of a bug."
93,"What is the difference fault failure and mistake","A mistake is a human action that inserts a fault (or defect) into the source code, for instance, a typo is a mistake."
93,"What is the difference between fault and mistake","Fault is an incorrect step, process, or data definition in computer program. Fault is the formal name of a bug. A mistake is a human action that inserts a fault (or defect) into the source code, for instance, a typo is a mistake."
93,"how are you","Great! How are you?"
93,"i am fine","Great!"
93,"hi","Hey!"
93,"how are you","Great! How are you?"
93,"i`m fine","Great!"
93,"Can you give me a example of functional testing criteria","In functional testing technique, the functionality of an application is tested by providing inputs to generate the desired outputs. Consider a bus ticket purchase system with the following requirement: The discount amount is calculated as follows: students can purchase up to 100 tickets per month, with a 50% discount; workers can buy up to 50 tickets a month, with a 30% discount; other users do not have discount on the ticket price. The functional testing concentrates in selection of test input (or data test) to test this functionality, for instance, selecting test input for each class of user of the bus (student, worker and others)."
93,"how do i apply equivalence class partitioning criteria","The equivalence partitioning criterion divides the input domain in several subsets (partitions) with no intersection and selects a test case for each partition. The idea is that each test case represents all input domain that partition class and, therefore, one test case for each class is enough for this testing criterion. The criterion considers valid and invalid equivalence classes. For example, you can separate invalid and valid inputs into two different subsets or classes."
93,"Can you give me a example of equivalence class partitioning criteria","Here is an example of an application of equivalence class partitioning. Consider the following specification: one of the fields of a form is a text box that accepts numeric values from 18 to 25. For this problem, a value that belongs to an invalid equivalence class is 17, whereas a value belonging to a valid equivalence class is, for instance, 20."
93,"comment on the functional test criteria","I can't answer that.. Try asking me differently"
93,"good bye","Nice talking to you!"
93,"by","I can't answer that.. Try asking me differently"
93,"bye","See you!"
93,"tomorrow","I can't answer that.. Try asking me differently"
93,"hello","Hey!"
93,"how are you","Great! How are you?"
93,"i`m fine","Great!"
93,"and you","I can't answer that.. Try asking me differently"
93,"let us talk about software testint activity","I can't answer that.. Try asking me differently"
93,"let us talk about software testing activity","I can't answer that.. Try asking me differently"
93,"let us talk about software testing","I can't answer that.. Try asking me differently"
93,"what is boundary value analysis","Boundary value analysis is a functional testing criterion which test data are chosen on or near the boundaries of the input domain of variables, with the underlying rationale that many faults tend to concentrate near the extreme values of inputs. An extension of this technique is robustness testing, wherein test cases are also chosen outside the input domain of variables to test program robustness in processing unexpected or erroneous inputs."
93,"What is the difference between boundary value analysis and equivalence class partitioning","Boundary value analysis is a functional testing criterion which test data are chosen on or near the boundaries of the input domain of variables, with the underlying rationale that many faults tend to concentrate near the extreme values of inputs. An extension of this technique is robustness testing, wherein test cases are also chosen outside the input domain of variables to test program robustness in processing unexpected or erroneous inputs. Equivalence partitioning is a functional testing criterion that involves partitioning the input domain into a collection of subsets (or equivalent classes). Data in each partition must behave the same way therefore only one condition needs to be tested. Similarly, if one condition in a partition doesn’t work, then none of the others will work."
93,"What is the difference between boundary value analysis and equivalence partitioning","Boundary value analysis is a functional testing criterion which test data are chosen on or near the boundaries of the input domain of variables, with the underlying rationale that many faults tend to concentrate near the extreme values of inputs. An extension of this technique is robustness testing, wherein test cases are also chosen outside the input domain of variables to test program robustness in processing unexpected or erroneous inputs. Equivalence partitioning is a functional testing criterion that involves partitioning the input domain into a collection of subsets (or equivalent classes). Data in each partition must behave the same way therefore only one condition needs to be tested. Similarly, if one condition in a partition doesn’t work, then none of the others will work."
93,"what is State Transition Testing","Software testing is an activity of software engineering whose main goal is to validate the project requisites and to assert the software correctness, both before the deployment of the final product as well as during its maintenaice."
94,"TOB_STT iniciar conversa","I don't know how to respond this"
94,"TOB_STT iniciar conversa","I don't know how to respond this"
94,"How are you?","I don't know how to respond this"
94,"What is the difference between an error and mistake","An error is a state of execution of the program which is not expected and may lead to an incorrect result. A mistake is a human action that inserts a fault (or defect) into the source code, for instance, a typo is a mistake."
94,"What is software testing?","Software testing is an activity of software engineering whose main goal is to validate the project requisites and to assert the software correctness, both before the deployment of the final product as well as during its maintenaice."
94,"What Is software test","I don't know how to respond this"
94,"What Is software testing","Software testing is an activity of software engineering whose main goal is to validate the project requisites and to assert the software correctness, both before the deployment of the final product as well as during its maintenaice."
94,"What s software testing activity","I don't know how to respond this"
94,"Hey","Hi there"
94,"Can you help me with something","Ok, tell me. What is your question?"
94,"I need to know what is software testing","I don't know how to respond this"
94,"What is software testing","Software testing is an activity of software engineering whose main goal is to validate the project requisites and to assert the software correctness, both before the deployment of the final product as well as during its maintenaice."
94,"tell me what is software testing","Software testing is an activity of software engineering whose main goal is to validate the project requisites and to assert the software correctness, both before the deployment of the final product as well as during its maintenaice."
94,"ok, great","I don't know how to respond this"
94,"bye","See you later!"
94,"what is up","I don't know how to respond this"
94,"hi there","Hi there"
94,"hello","Hi there"
94,"what is up","I don't know how to respond this"
94,"what up","Hey there!"
94,"GOOD NIGHT","Hey there!"
94,"good night","Hey there!"
94,"good day","Hello"
94,"good morning","Hi there"
94,"hii","Hey there!"
94,"hi there","Hi there"
94,"Hello","Hello"
94,"What is up","I don't know how to respond this"
94,"Hey there","Great! How are you?"
94,"Hello","Hey!"
94,"How are you?","Great! How are you?"
94,"How have you been","I don't know how to respond this"
94,"How you doing","I am fine, what about you"
94,"How have you been doing","I don't know how to respond this"
94,"Hey","Hey!"
94,"Hey","Great! How are you?"
94,"I am fine","I don't know how to respond this"
94,"What you been doing","I don't know how to respond this"
94,"How you doig","I don't know how to respond this"
94,"How you ding","I don't know how to respond this"
94,"How you doing","Great! How are you?"
94,"Fine","I don't know how to respond this"
94,"Ok","I don't know how to respond this"
94,"Hello","TOB-STT:"
94,"How have you been","I don't know how to respond this"
94,"how are you","I am fine, what about you"
94,"What is up","Hello"
94,"how you been","I don't know how to respond this"
94,"Hello","Hello"
94,"are you ok","I am fine, what about you"
94,"how you doing","Great! How are you?"
94,"hi there","Hey there!"
94,"how are you doing","I am fine, what about you"
94,"how you been","I am fine, what about you"
94,"great","I don't know how to respond this"
94,"great","I don't know how to respond this"
94,"fine","I don't know how to respond this"
94,"bye bye","Nice talking to you!"
94,"what is up","Hi there"
94,"what is up","Hey there!"
94,"How are you","I am fine, what about you"
94,"I Am great","I don't know how to respond this"
94,"how are you","Great! How are you?"
94,"How have you been","Great! How are you?"
94,"How you doing","Great! How are you?"
94,"How you doin","I don't know how to respond this"
94,"How have you been doing","I am fine, what about you"
94,"How are you","Great! How are you?"
94,"Are you ok","Great! How are you?"
94,"How are you","Great! How are you?"
94,"Fine","I don't know how to respond this"
94,"How are you","I am fine, what about you"
94,"Fine","Great!"
94,"Ok","I don't know how to respond this"
94,"Can you help me with something","Ok, tell me. What is your question?"
94,"Hello","Hey there!"
94,"What are you?","I don't know how to respond this"
94,"What is software testing activity","I don't know how to respond this"
94,"Hello","Hey there!"
94,"How are you?","I am fine, what about you"
94,"Great","Great!"
94,"Can you help me with something","Ok, tell me. What is your question?"
94,"I need to know what is software testing activity","I don't know how to respond this"
94,"What is software testing activity","I don't know how to respond this"
94,"what is software testin","I don't know how to respond this"
94,"what is software testing","Software testing is an activity of software engineering whose main goal is to validate the project requisites and to assert the software correctness, both before the deployment of the final product as well as during its maintenaice."
94,"what is software testing activity","I don't know how to respond this"
94,"what is software testing","Software testing is an activity of software engineering whose main goal is to validate the project requisites and to assert the software correctness, both before the deployment of the final product as well as during its maintenaice."
94,"what is software testing","Software testing is an activity of software engineering whose main goal is to validate the project requisites and to assert the software correctness, both before the deployment of the final product as well as during its maintenaice."
94,"what is software testing activity","Software testing is an activity of software engineering whose main goal is to validate the project requisites and to assert the software correctness, both before the deployment of the final product as well as during its maintenaice."
94,"what is a test case","A test case is composed by the test input, the execution conditions and the expected output to be produced by the program."
94,"what is an oracle","An oracle is any human or mechanical agent that decides whether a program behaved correctly in a given test and accordingly results in a verdict of “pass” or “fail.” There exist many different kinds of oracles; for example, unambiguous requirements specifications, behavioral models, and code annotations. Automation of mechanized oracles can be difficult and expensive."
94,"what is a test oracle","An oracle is any human or mechanical agent that decides whether a program behaved correctly in a given test and accordingly results in a verdict of “pass” or “fail.” There exist many different kinds of oracles; for example, unambiguous requirements specifications, behavioral models, and code annotations. Automation of mechanized oracles can be difficult and expensive."
94,"what is a software test","I don't know how to respond this"
94,"what is a test","A test, in software testing, is the act of performing some assurance of both the correctness of a software and its validation of the project requisistes."
