,Unnamed: 0,user,question,question_class,answer_v1,answer_v2,v1_x_v2
2309,2309,59,Can you give me an example A functional testing,Clarify,I don't know how to respond this,"In functional testing technique, the functionality of an application is tested by providing inputs to generate the desired outputs. Consider a bus ticket purchase system with the following requirement: The discount amount is calculated as follows: students can purchase up to 100 tickets per month, with a 50% discount; workers can buy up to 50 tickets a month, with a 30% discount; other users do not have discount on the ticket price. The functional testing concentrates in selection of test input (or data test) to test this functionality, for instance, selecting test input for each class of user of the bus (student, worker and others).",0.011507675051689148
2310,2310,59,A A A A A A A example A functional testing,Statement,"In functional testing technique, the functionality of an application is tested by providing inputs to generate the desired outputs. Consider a bus ticket purchase system with the following requirement: The discount amount is calculated as follows: students can purchase up to 100 tickets per month, with a 50% discount; workers can buy up to 50 tickets a month, with a 30% discount; other users do not have discount on the ticket price. The functional testing concentrates in selection of test input (or data test) to test this functionality, for instance, selecting test input for each class of user of the bus (student, worker and others).","It depends of the functional testing criterion used. The most common criteria used in functional testing are equivalence partitioning and boundary-value analysis. Please, ask me how to use equivalence partitioning criterion and/or boundary-value analysis criterion",0.6933979392051697
2311,2311,59,Can you give me an example of equivalence partitioning,ynQuestion,I don't know how to respond this,"Here is an example of an application of equivalence class partitioning. Consider the following specification: a switch is turned off when the temperature falls below 18˚C and is turned on again when it begomes greater than 21˚C. In this problem, some equivalence values belonging to the same classes are 22, 23 and 24.",0.042513657361269
2312,2312,59,Give example of equivalence partitioning,Statement,"Here is an example of an application of equivalence class partitioning. Consider the following specification: if you are below 18 years old, you are too young to be insured. If you are between 18 and 30 years old, you will get a 20% discount, but you are not elegible for an insurance if you are past 30. In this problem, the ages 18,.., 30 are in the same equivalence class","Consider the specification. A program validates a field in the following way: values less than 10 are rejected, values between 10 and 21 are accepted and values greater or equal to 22 are rejected. In this problem, the values 3, 10 and 22 cover all the existing equivalence classes.",0.43255940079689026
2313,2313,59,TOB_STT iniciar conversa,Statement,Hi there! What's your name?,I don't understand what you mean,-0.025836601853370667
2314,2314,59,Can you give me an example of equivalence partitioning,ynQuestion,I don't know how to respond this,"Here is an example of an application of equivalence class partitioning. Consider the following specification: one of the fields of a form is a text box that accepts numeric values from 18 to 25. For this problem, a value that belongs to an invalid equivalence class is 17, whereas a value belonging to a valid equivalence class is, for instance, 20.",0.033797528594732285
2315,2315,60,TOB_STT iniciar conversa,Statement,Hi there! What's your name?,"Sorry, I didn't quite catch that",0.009424732066690922
2316,2316,60,A,Statement,Hello A ! Can you tell me your Numero USP?,Hi,0.36920222640037537
2317,2317,60,1,ynQuestion,I don't know how to respond this,Hi,0.18081431090831757
2318,2318,60,TOB_STT iniciar conversa,Statement,Hi there! What's your name?,I don't understand what you mean,-0.025836601853370667
2319,2319,60,a,Statement,Hello a ! Can you tell me your Numero USP?,I don't understand what you mean,0.11913876980543137
2320,2320,60,12345,Statement,Thank you! What's up?,Hi,0.37862032651901245
2321,2321,60,debug name,Statement,a,I don't understand what you mean,0.16621319949626923
2322,2322,60,debug nusp,Statement,12345,"Sorry, I didn't quite catch that",0.006103432737290859
2323,2323,61,TOB_STT iniciar conversa,Statement,Hi there! What's your name?,I don't understand what you mean,-0.025836601853370667
2324,2324,61,Lucas,Statement,Hello Lucas ! Can you tell me your Numero USP?,Hi,0.3481244444847107
2325,2325,61,97689237490,Statement,Thank you! What's up?,Hi,0.37862032651901245
2326,2326,61,TOB_STT iniciar conversa,Statement,Hi there! What's your name?,"Sorry, I didn't quite catch that",0.009424732066690922
2327,2327,61,jfkdslajfklds,Statement,Hello jfkdslajfklds ! Can you tell me your Numero USP?,"Sorry, I didn't understand your question, could you repeat?",0.15420669317245483
2328,2328,62,TOB_STT iniciar conversa,Statement,Hi there! What's your name?,"Sorry, I didn't quite catch that",0.009424732066690922
2329,2329,63,TOB_STT iniciar conversa,Statement,Hi there! What's your name?,I don't understand what you mean,-0.025836601853370667
2330,2330,63,TOB_STT iniciar conversa,Statement,Hi there! What's your name?,"Sorry, I didn't quite catch that",0.009424732066690922
2331,2331,63,TOB_STT iniciar conversa,Statement,Hi there! What's your name?,I don't understand what you mean,-0.025836601853370667
2332,2332,63,"HI, my name is Leo",Statement,I don't know how to respond this,I don't understand what you mean,0.3189530074596405
2333,2333,63,TOB_STT iniciar conversa,Statement,Hi there! What's your name?,"Sorry, I didn't understand your question, could you repeat?",0.043609727174043655
2334,2334,63,My name is Leo,Statement,I don't know how to respond this,"Sorry, I didn't understand your question, could you repeat?",0.33706045150756836
2335,2335,63,TOB_STT iniciar conversa,Statement,Hi there! What's your name?,I don't understand what you mean,-0.025836601853370667
2336,2336,63,Leo Natan,Statement,I don't know how to respond this,Hi,0.18081431090831757
2337,2337,63,TOB_STT iniciar conversa,Statement,Hi there! What's your name?,"Sorry, I didn't understand your question, could you repeat?",0.043609727174043655
2338,2338,63,HI,Greet,Hi there!,Hi,0.6420996189117432
2339,2339,63,My name is Leo,Statement,I don't know how to respond this,"Sorry, I didn't quite catch that",0.17811858654022217
2340,2340,63,LEO,Statement,I don't know how to respond this,Hi,0.18081431090831757
2341,2341,63,lUCAS,Statement,I don't know how to respond this,Hi,0.18081431090831757
2342,2342,63,YOU IS MANY CRAZY,Emphasis,Do you mind if I tell other people you say I am MANY CRAZY.,I don't understand what you mean,0.15153492987155914
2343,2343,63,HAHHA,Statement,I don't know how to respond this,Hi,0.18081431090831757
2344,2344,63,hehehe,Emotion,I don't know how to respond this,Hi,0.18081431090831757
2345,2345,63,TOB_STT iniciar conversa,Statement,Hi there! What's your name?,"Sorry, I didn't understand your question, could you repeat?",0.043609727174043655
2346,2346,63,hi,Greet,Hi there!,Hi,0.6420996189117432
2347,2347,63,what is software testing?,whQuestion,"Software testing is an activity of software engineering whose main goal is to validate the project requisites and to assert the software correctness, both before the deployment of the final product as well as during its maintenaice.","Software testing is an activity of software engineering whose main goal is to validate the project requisites and to assert the software correctness, both before the deployment of the final product as well as during its maintenance.",0.9988222718238831
2348,2348,63,What Is the differemce between fault and error?,Clarify,Is that a rhetorical question?,An error is a state of execution of the program which is not expected and may lead to an incorrect result.,0.013914946466684341
2349,2349,63,What Is the difference between fault and error?,Clarify,"A fault (or defect) is an incorrect step, process, or data definition in source code, which may lead the program to an error, which is a unexpected state of execution that can cause a failure. If you're still confused, ask me what an error is.",An error is a state of execution of the program which is not expected and may lead to an incorrect result.,0.7113130688667297
2350,2350,63,TOB_STT iniciar conversa,Statement,Hi there! What's your name?,"Sorry, I didn't understand your question, could you repeat?",0.043609727174043655
2351,2351,63,Hi,Greet,Hi there!,Hi,0.6420996189117432
2352,2352,63,What is software testing?,whQuestion,"Software testing is an activity of software engineering whose main goal is to validate the project requisites and to assert the software correctness, both before the deployment of the final product as well as during its maintenaice.","Software testing is an activity of software engineering whose main goal is to validate the project requisites and to assert the software correctness, both before the deployment of the final product as well as during its maintenance.",0.9988222718238831
2353,2353,63,What Is the differemce between fault and error?,Clarify,Have you tried searching the web?,An error is a state of execution of the program which is not expected and may lead to an incorrect result.,-0.024999527260661125
2354,2354,63,TOB_STT iniciar conversa,Statement,Hi there! What's your name?,"Sorry, I didn't quite catch that",0.009424732066690922
2355,2355,63,Hi,Greet,Hi there!,Hi,0.6420996189117432
2356,2356,63,What is software testing?,whQuestion,"Software testing is an activity of software engineering whose main goal is to validate the project requisites and to assert the software correctness, both before the deployment of the final product as well as during its maintenaice.","Software testing is an activity of software engineering whose main goal is to validate the project requisites and to assert the software correctness, both before the deployment of the final product as well as during its maintenance.",0.9988222718238831
2357,2357,63,what is the difference between fault and error?,whQuestion,"A fault (or defect) is an incorrect step, process, or data definition in source code, which may lead the program to an error, which is a unexpected state of execution that can cause a failure. If you're still confused, ask me what an error is.",An error is a state of execution of the program which is not expected and may lead to an incorrect result.,0.7113130688667297
2358,2358,63,How do I apply equivalence class partitioning criteria?,whQuestion,"The equivalence partitioning criterion divides the input domain in several subsets (partitions) with no intersection and selects a test case for each partition. The idea is that each test case represents all input domain that partition class and, therefore, one test case for each class is enough for this testing criterion. The criterion considers valid and invalid equivalence classes. For example, you can separate invalid and valid inputs into two different subsets or classes.","Sorry, I didn't quite catch that",0.057073697447776794
2359,2359,63,Can you give me an example of equivalence class partitioning criteria?,ynQuestion,"Here is an example of an application of equivalence class partitioning. Consider the following specification: if you are below 18 years old, you are too young to be insured. If you are between 18 and 30 years old, you will get a 20% discount, but you are not elegible for an insurance if you are past 30. In this problem, the ages 18,.., 30 are in the same equivalence class","Sorry, I didn't quite catch that",0.06150016933679581
2360,2360,63,TOB_STT iniciar conversa,Statement,Hi there! What's your name?,I don't understand what you mean,-0.025836601853370667
2361,2361,63,TOB_STT iniciar conversa,Statement,Hi there! What's your name?,I don't understand what you mean,-0.025836601853370667
2362,2362,63,hi,Greet,Hi there!,Hi,0.6420996189117432
2363,2363,63,what is software testing?,whQuestion,"Software testing is an activity of software engineering whose main goal is to validate the project requisites and to assert the software correctness, both before the deployment of the final product as well as during its maintenaice.","Software testing is an activity of software engineering whose main goal is to validate the project requisites and to assert the software correctness, both before the deployment of the final product as well as during its maintenance.",0.9988222718238831
2364,2364,63,what is difference between default and error?,whQuestion,I would look into the web for that knowledge.,An error is a state of execution of the program which is not expected and may lead to an incorrect result.,-0.05617311969399452
2365,2365,63,what is difference between fault and error?,whQuestion,I will search for it.,An error is a state of execution of the program which is not expected and may lead to an incorrect result.,-0.020056037232279778
2366,2366,63,what is difference between fault and error?,whQuestion,I would look into the web for that knowledge.,An error is a state of execution of the program which is not expected and may lead to an incorrect result.,-0.05617311969399452
2367,2367,63,what is difference between error and mistake?,whQuestion,I have never been asked that before.,"A mistake is a human action that inserts a fault (or defect) into the source code, for instance, a typo is a mistake.",0.027578774839639664
2368,2368,63,TOB_STT iniciar conversa,Statement,Hi there! What's your name?,"Sorry, I didn't quite catch that",0.009424732066690922
2369,2369,63,hi,Greet,Hi there!,Hi,0.6420996189117432
2370,2370,63,what is software testing?,whQuestion,"Software testing is an activity of software engineering whose main goal is to validate the project requisites and to assert the software correctness, both before the deployment of the final product as well as during its maintenaice.","Software testing is an activity of software engineering whose main goal is to validate the project requisites and to assert the software correctness, both before the deployment of the final product as well as during its maintenance.",0.9988222718238831
2371,2371,63,what is the difference between fault and error?,whQuestion,"A fault (or defect) is an incorrect step, process, or data definition in source code, which may lead the program to an error, which is a unexpected state of execution that can cause a failure. If you're still confused, ask me what an error is.",An error is a state of execution of the program which is not expected and may lead to an incorrect result.,0.7113130688667297
2372,2372,63,how to I apply equivalence class partitioning criteria?,whQuestion,"The equivalence partitioning criterion divides the input domain in several subsets (partitions) with no intersection and selects a test case for each partition. The idea is that each test case represents all input domain that partition class and, therefore, one test case for each class is enough for this testing criterion. The criterion considers valid and invalid equivalence classes. For example, you can separate invalid and valid inputs into two different subsets or classes.","Sorry, I didn't quite catch that",0.057073697447776794
2373,2373,63,Can you give me an example of equivalence class partitioning criteria?,ynQuestion,"Here is an example of an application of equivalence class partitioning. Consider the following specification: if you are below 18 years old, you are too young to be insured. If you are between 18 and 30 years old, you will get a 20% discount, but you are not elegible for an insurance if you are past 30. In this problem, the ages 18,.., 30 are in the same equivalence class","Sorry, I didn't quite catch that",0.06150016933679581
2374,2374,63,TOB_STT iniciar conversa,Statement,Hi there! What's your name?,I don't understand what you mean,-0.025836601853370667
2375,2375,63,what is cause effect graph ?,whQuestion,Have you tried searching the web?,"Sorry, I didn't quite catch that",0.1284942924976349
2376,2376,63,TOB_STT iniciar conversa,Statement,Hi there! What's your name?,"Sorry, I didn't understand your question, could you repeat?",0.043609727174043655
2377,2377,63,TOB_STT iniciar conversa,Statement,Hi there! What's your name?,I don't understand what you mean,-0.025836601853370667
2378,2378,63,TOB_STT iniciar conversa,Statement,Hi there! What's your name?,I don't understand what you mean,-0.025836601853370667
2379,2379,64,hi,Greet,Hi there!,Hi,0.6420996189117432
2380,2380,64,how awe you?,whQuestion,I don't know how to respond this,I don't understand what you mean,0.3189530074596405
2381,2381,64,what is software testing,whQuestion,"Software testing is an activity of software engineering whose main goal is to validate the project requisites and to assert the software correctness, both before the deployment of the final product as well as during its maintenaice.","Software testing is an activity of software engineering whose main goal is to validate the project requisites and to assert the software correctness, both before the deployment of the final product as well as during its maintenance.",0.9988222718238831
2382,2382,65,TOB_STT iniciar conversa,Statement,Hi there! What's your name?,"Sorry, I didn't quite catch that",0.009424732066690922
2383,2383,65,Hi,Greet,Hi there!,Hi,0.6420996189117432
2384,2384,66,TOB_STT iniciar conversa,Statement,Hi there! What's your name?,I don't understand what you mean,-0.025836601853370667
2385,2385,66,Lucas,Statement,Hello Lucas ! Can you tell me your Numero USP?,Hi,0.3481244444847107
2386,2386,66,1234,Statement,Thank you! What's up?,Hi,0.37862032651901245
2387,2387,66,"I am fine, what about you?",whQuestion,Hi there!,"Sorry, I didn't understand your question, could you repeat?",0.07675904035568237
2388,2388,66,Hello,Greet,Hi there!,Hi,0.6420996189117432
2389,2389,66,How are you?,whQuestion,Great!,I don't understand what you mean,0.07360175997018814
2390,2390,66,Nice,whQuestion,Next question?,Hi,0.16004405915737152
2391,2391,73,TOB_STT iniciar conversa,Statement,I don't know how to respond this,I don't understand what you mean,0.3189530074596405
2392,2392,73,hello,Greet,I don't know how to respond this,Hi,0.18081431090831757
2393,2393,73,TOB_STT iniciar conversa,Statement,I don't know how to respond this,"Sorry, I didn't understand your question, could you repeat?",0.33706045150756836
2394,2394,73,what is functional testing,whQuestion,"Functional testing (or Black Box Testing) is a technique whereby the system is tested against the functional requirements/specifications. During the functional testing the internal logic of the system being tested is not known to the tester. Functional testing ensures that the requirements are properly satisfied by the system. This type of testing is not concerned with how processing occurs, but rather, with the results of processing. It simulates actual system usage but does not make any system structure assumptions. Functional testing is normally performed during the levels of System Testing and Acceptance Testing.","Functional testing (or Black Box Testing) is a technique whereby the system is tested against the functional requirements/specifications. During the functional testing the internal logic of the system being tested is not known to the tester. Functional testing ensures that the requirements are properly satisfied by the system. This type of testing is not concerned with how processing occurs, but rather, with the results of processing. It simulates actual system usage but does not make any system structure assumptions. Functional testing is normally performed during the levels of System Testing and Acceptance Testing.",0.9999998807907104
2395,2395,73,what is a functional testing,whQuestion,"Functional testing (or Black Box Testing) is a technique whereby the system is tested against the functional requirements/specifications. During the functional testing the internal logic of the system being tested is not known to the tester. Functional testing ensures that the requirements are properly satisfied by the system. This type of testing is not concerned with how processing occurs, but rather, with the results of processing. It simulates actual system usage but does not make any system structure assumptions. Functional testing is normally performed during the levels of System Testing and Acceptance Testing.","Functional testing (or Black Box Testing) is a technique whereby the system is tested against the functional requirements/specifications. During the functional testing the internal logic of the system being tested is not known to the tester. Functional testing ensures that the requirements are properly satisfied by the system. This type of testing is not concerned with how processing occurs, but rather, with the results of processing. It simulates actual system usage but does not make any system structure assumptions. Functional testing is normally performed during the levels of System Testing and Acceptance Testing.",0.9999998807907104
2396,2396,73,what is black box testing,whQuestion,"Functional testing (or Black Box Testing) is a technique whereby the system is tested against the functional requirements/specifications. During the functional testing the internal logic of the system being tested is not known to the tester. Functional testing ensures that the requirements are properly satisfied by the system. This type of testing is not concerned with how processing occurs, but rather, with the results of processing. It simulates actual system usage but does not make any system structure assumptions. Functional testing is normally performed during the levels of System Testing and Acceptance Testing.","Software testing is an activity of software engineering whose main goal is to validate the project requisites and to assert the software correctness, both before the deployment of the final product as well as during its maintenaice.",0.5458247661590576
2397,2397,73,wat is black box testing criteria,Clarify,"Functional testing (or Black Box Testing) is a technique whereby the system is tested against the functional requirements/specifications. During the functional testing the internal logic of the system being tested is not known to the tester. Functional testing ensures that the requirements are properly satisfied by the system. This type of testing is not concerned with how processing occurs, but rather, with the results of processing. It simulates actual system usage but does not make any system structure assumptions. Functional testing is normally performed during the levels of System Testing and Acceptance Testing.","A test selection criterion is a means of selecting test cases or determining that a set of test cases is sufficient for a specified purpose. Test adequacy criteria can be used to decide when sufficient testing will be, or has been accomplished.",0.4403489828109741
2398,2398,73,TOB_STT iniciar conversa,Statement,I don't know how to respond this,"Sorry, I didn't quite catch that",0.17811858654022217
2399,2399,73,what is an error,whQuestion,An error is a state of execution of the program which is not expected and may lead to an incorrect result.,An error is a state of execution of the program which is not expected and may lead to an incorrect result.,1.0000001192092896
2400,2400,73,wats a error,ynQuestion,I don't know how to respond this,An error is a state of execution of the program which is not expected and may lead to an incorrect result.,0.0039962660521268845
2401,2401,73,wat a error,Statement,An error is a state of execution of the program which is not expected and may lead to an incorrect result.,An error is a state of execution of the program which is not expected and may lead to an incorrect result.,1.0000001192092896
2402,2402,73,wat is a error,Statement,An error is a state of execution of the program which is not expected and may lead to an incorrect result.,An error is a state of execution of the program which is not expected and may lead to an incorrect result.,1.0000001192092896
2403,2403,73,what is a error,whQuestion,An error is a state of execution of the program which is not expected and may lead to an incorrect result.,An error is a state of execution of the program which is not expected and may lead to an incorrect result.,1.0000001192092896
2404,2404,73,what is a oracle,whQuestion,"An oracle is any human or mechanical agent that decides whether a program behaved correctly in a given test and accordingly results in a verdict of “pass” or “fail.” There exist many different kinds of oracles; for example, unambiguous requirements specifications, behavioral models, and code annotations. Automation of mechanized oracles can be difficult and expensive.","An oracle is any human or mechanical agent that decides whether a program behaved correctly in a given test and accordingly results in a verdict of “pass” or “fail.” There exist many different kinds of oracles; for example, unambiguous requirements specifications, behavioral models, and code annotations. Automation of mechanized oracles can be difficult and expensive.",1.0000001192092896
2405,2405,73,can you tell me what is an error,Statement,I don't know how to respond this,An error is a state of execution of the program which is not expected and may lead to an incorrect result.,0.0039962660521268845
2406,2406,73,TOB_STT iniciar conversa,Statement,I don't know how to respond this,"Sorry, I didn't understand your question, could you repeat?",0.33706045150756836
2407,2407,73,can you tell me what is a error,Statement,TOB-STT:,An error is a state of execution of the program which is not expected and may lead to an incorrect result.,-0.02088269591331482
2408,2408,73,tell me,Statement,I don't know how to respond this,An error is a state of execution of the program which is not expected and may lead to an incorrect result.,0.0039962660521268845
2409,2409,73,what is an error,whQuestion,An error is a state of execution of the program which is not expected and may lead to an incorrect result.,An error is a state of execution of the program which is not expected and may lead to an incorrect result.,1.0000001192092896
2410,2410,73,TOB_STT iniciar conversa,Statement,I don't know how to respond this,"Sorry, I didn't understand your question, could you repeat?",0.33706045150756836
2411,2411,73,can you tell me what is an error,Statement,I don't know how to respond this,An error is a state of execution of the program which is not expected and may lead to an incorrect result.,0.0039962660521268845
2412,2412,73,what is an error,whQuestion,An error is a state of execution of the program which is not expected and may lead to an incorrect result.,An error is a state of execution of the program which is not expected and may lead to an incorrect result.,1.0000001192092896
2413,2413,73,tell me this,Statement,I don't know how to respond this,An error is a state of execution of the program which is not expected and may lead to an incorrect result.,0.0039962660521268845
2414,2414,73,TOB_STT iniciar conversa,Statement,I don't know how to respond this,I don't understand what you mean,0.3189530074596405
2415,2415,73,can you tell me what is an error,Statement,An error is a state of execution of the program which is not expected and may lead to an incorrect result.,An error is a state of execution of the program which is not expected and may lead to an incorrect result.,1.0000001192092896
2416,2416,73,could you tell me this,Statement,I don't know how to respond this,An error is a state of execution of the program which is not expected and may lead to an incorrect result.,0.0039962660521268845
2417,2417,73,could you tell me what do you do,Statement,I don't know how to respond this,An error is a state of execution of the program which is not expected and may lead to an incorrect result.,0.0039962660521268845
2418,2418,73,can you tell me what is an orcale,Statement,I don't know how to respond this,I don't understand what you mean,0.3189530074596405
2419,2419,73,can you tell me what is an oracle,Statement,"An oracle is any human or mechanical agent that decides whether a program behaved correctly in a given test and accordingly results in a verdict of “pass” or “fail.” There exist many different kinds of oracles; for example, unambiguous requirements specifications, behavioral models, and code annotations. Automation of mechanized oracles can be difficult and expensive.","An oracle is any human or mechanical agent that decides whether a program behaved correctly in a given test and accordingly results in a verdict of “pass” or “fail.” There exist many different kinds of oracles; for example, unambiguous requirements specifications, behavioral models, and code annotations. Automation of mechanized oracles can be difficult and expensive.",1.0000001192092896
2420,2420,73,do you know what is an oracle,whQuestion,I don't know how to respond this,"An oracle is any human or mechanical agent that decides whether a program behaved correctly in a given test and accordingly results in a verdict of “pass” or “fail.” There exist many different kinds of oracles; for example, unambiguous requirements specifications, behavioral models, and code annotations. Automation of mechanized oracles can be difficult and expensive.",0.02189183235168457
2421,2421,73,TOB_STT iniciar conversa,Statement,I don't know how to respond this,"Sorry, I didn't quite catch that",0.17811858654022217
2422,2422,73,tell me an example of equivalence partitioning,Statement,"Here is an example of an application of equivalence class partitioning. Consider the following specification: a switch is turned off when the temperature falls below 18˚C and is turned on again when it begomes greater than 21˚C. In this problem, some equivalence values belonging to the same classes are 22, 23 and 24.","Here is an example of an application of equivalence class partitioning. Consider the following specification: a switch is turned off when the temperature falls below 18˚C and is turned on again when it begomes greater than 21˚C. In this problem, some equivalence values belonging to the same classes are 22, 23 and 24.",1.0000001192092896
2423,2423,73,what is a mistake,whQuestion,"A mistake is a human action that inserts a fault (or defect) into the source code, for instance, a typo is a mistake.","A mistake is a human action that inserts a fault (or defect) into the source code, for instance, a typo is a mistake.",1.0000001192092896
2424,2424,73,show me an instance of functional testing,Statement,I don't know how to respond this,"In functional testing technique, the functionality of an application is tested by providing inputs to generate the desired outputs. Consider a bus ticket purchase system with the following requirement: The discount amount is calculated as follows: students can purchase up to 100 tickets per month, with a 50% discount; workers can buy up to 50 tickets a month, with a 30% discount; other users do not have discount on the ticket price. The functional testing concentrates in selection of test input (or data test) to test this functionality, for instance, selecting test input for each class of user of the bus (student, worker and others).",0.011507675051689148
2425,2425,73,show me an instance of boundary value analysis,Statement,I don't know how to respond this,Suppose you have a program that grants access to a certain web page only if you are 18 years old or older. So a boundary value analysis criteria used for this program would generate test cases for age inputs of 17 and 18.,0.019941942766308784
2426,2426,73,give me an instance of boundary value analysis,Statement,I don't know how to respond this,"Boundary value analysis is a functional testing criterion which test data are chosen on or near the boundaries of the input domain of variables, with the underlying rationale that many faults tend to concentrate near the extreme values of inputs. An extension of this technique is robustness testing, wherein test cases are also chosen outside the input domain of variables to test program robustness in processing unexpected or erroneous inputs.",0.03579229488968849
2427,2427,73,give me an example of boundary value analysis,Statement,"Suppose you have a program in which the user has to create a password with length between 6 and 12. So the test cases generated for this program, using the boundary value analysis technique, would be for passwords with lengths 5, 6, 12 and 13.","Suppose you have a program in which the user has to create a password with length between 6 and 12. So the test cases generated for this program, using the boundary value analysis technique, would be for passwords with lengths 5, 6, 12 and 13.",1.0000001192092896
2428,2428,73,instance of boundary value analysis,Statement,I don't know how to respond this,"Boundary value analysis is a functional testing criterion which test data are chosen on or near the boundaries of the input domain of variables, with the underlying rationale that many faults tend to concentrate near the extreme values of inputs. An extension of this technique is robustness testing, wherein test cases are also chosen outside the input domain of variables to test program robustness in processing unexpected or erroneous inputs.",0.03579229488968849
2429,2429,73,TOB_STT iniciar conversa,Statement,I don't know how to respond this,I don't understand what you mean,0.3189530074596405
2430,2430,73,show me an instance of boundary value analysis,Statement,I don't know how to respond this,"Suppose you have a program in which the user has to create a password with length between 6 and 12. So the test cases generated for this program, using the boundary value analysis technique, would be for passwords with lengths 5, 6, 12 and 13.",-0.01552225835621357
2431,2431,73,give me an example of boundary value analysis,Statement,I don't know how to respond this,"Suppose you have a program in which the user has to create a password with length between 6 and 12. So the test cases generated for this program, using the boundary value analysis technique, would be for passwords with lengths 5, 6, 12 and 13.",-0.01552225835621357
2432,2432,73,what is an error,whQuestion,An error is a state of execution of the program which is not expected and may lead to an incorrect result.,An error is a state of execution of the program which is not expected and may lead to an incorrect result.,1.0000001192092896
2433,2433,73,TOB_STT iniciar conversa,Statement,I don't know how to respond this,"Sorry, I didn't understand your question, could you repeat?",0.33706045150756836
2434,2434,73,show me an instance of equivalence partitioning class,Clarify,"Here is an example of an application of equivalence class partitioning. Consider the following specification: if you are below 18 years old, you are too young to be insured. If you are between 18 and 30 years old, you will get a 20% discount, but you are not elegible for an insurance if you are past 30. In this problem, the ages 18,.., 30 are in the same equivalence class","Sorry, I didn't understand your question, could you repeat?",0.046132270246744156
2435,2435,73,what is a class,whQuestion,I don't know how to respond this,"Sorry, I didn't quite catch that",0.17811858654022217
2436,2436,73,what is an equivalence class,whQuestion,I don't know how to respond this,"An equivalency class represents a set of valid and invalid states for the input conditions. For example, if your input must be a number N between 1 and 100, then one (invalid) equivalency class is the set of numbers less than one, another (invalid) equivalency class is the set of numbers greater than 100 and the third (valid) is the set of numbers between 1 and 100.",0.012058161199092865
2437,2437,74,TOB_STT iniciar conversa,Statement,I don't know how to respond this,"Sorry, I didn't understand your question, could you repeat?",0.33706045150756836
2438,2438,74,what is a fault-based testing,whQuestion,"The fault-based testing is a technique to create test sets that uses the information of the most likely and predefined faults. Hence, the test cases chosen have are better at revealing those likely faults (if present) in the program. To better focus the test case generation or selection, a fault model can be introduced that classifies the different types of faults.","Sorry, I didn't understand your question, could you repeat?",0.049160607159137726
2439,2439,74,what is a mistake,whQuestion,"A mistake is a human action that inserts a fault (or defect) into the source code, for instance, a typo is a mistake.","A mistake is a human action that inserts a fault (or defect) into the source code, for instance, a typo is a mistake.",1.0000001192092896
2440,2440,74,what is a test set,whQuestion,The test set is composed by several test cases that are used in a software testing activity.,The test set is composed by several test cases that are used in a software testing activity.,1.0000001192092896
2441,2441,74,what is a data test,whQuestion,The test data (or test input) is the input data and the parameters associated with a specified test case.,"A test, in software testing, is the act of performing some assurance of both the correctness of a software and its validation of the project requisistes.",0.648007869720459
2442,2442,74,what is a test case,whQuestion,"A test case is composed by the test input, the execution conditions and the expected output to be produced by the program.","A test case is composed by the test input, the execution conditions and the expected output to be produced by the program.",1.0000001192092896
2443,2443,74,what is structural testing,whQuestion,"Structural testing (or White-Box testing) is a technique in which tests are derived from the knowledge of the software's structure or internal implementation. That way, the testing professional is able to check if a specific part of the code is correct. Unit testing is an instance of structural testing.","Structural testing (or White-Box testing) is a technique in which tests are derived from the knowledge of the software's structure or internal implementation. That way, the testing professional is able to check if a specific part of the code is correct. Unit testing is an instance of structural testing.",1.000000238418579
2444,2444,74,what is a fault,whQuestion,"Fault is an incorrect step, process, or data definition in computer program. Fault is the formal name of a bug.","Fault is an incorrect step, process, or data definition in computer program. Fault is the formal name of a bug. A software defect or bug is a condition in a software product which doesn’t meet a software requirement or end-user expectation.",0.9519746899604797
2445,2445,74,what is a defect,whQuestion,A software defect or bug is a condition in a software product which doesn’t meet a software requirement or end-user expectation.,"Fault is an incorrect step, process, or data definition in computer program. Fault is the formal name of a bug. A software defect or bug is a condition in a software product which doesn’t meet a software requirement or end-user expectation.",0.8271481990814209
2446,2446,74,what is a bug,whQuestion,A software defect or bug is a condition in a software product which doesn’t meet a software requirement or end-user expectation.,"Fault is an incorrect step, process, or data definition in computer program. Fault is the formal name of a bug. A software defect or bug is a condition in a software product which doesn’t meet a software requirement or end-user expectation.",0.8271481990814209
2447,2447,74,what is a boundary value,whQuestion,"Boundary value analysis is a functional testing criterion which test data are chosen on or near the boundaries of the input domain of variables, with the underlying rationale that many faults tend to concentrate near the extreme values of inputs. An extension of this technique is robustness testing, wherein test cases are also chosen outside the input domain of variables to test program robustness in processing unexpected or erroneous inputs.","Boundary value analysis is a functional testing criterion which test data are chosen on or near the boundaries of the input domain of variables, with the underlying rationale that many faults tend to concentrate near the extreme values of inputs. An extension of this technique is robustness testing, wherein test cases are also chosen outside the input domain of variables to test program robustness in processing unexpected or erroneous inputs.",1.0
2448,2448,74,what is a limit value,whQuestion,"The limit values are generally the boundaries of an interval in which the input is well defined, i.e. the boundaries of the input domain.","The limit values are generally the boundaries of an interval in which the input is well defined, i.e. the boundaries of the input domain.",1.0000001192092896
